episode,reward
0,-0.876
5000,2.285
10000,2.156
15000,2.276
20000,2.438
25000,1.925
30000,2.252
35000,2.188
40000,1.198
45000,2.292
50000,2.192
55000,0.045
60000,-2.086
65000,0.651
70000,1.326
75000,0.994
80000,0.878
85000,-2.139
90000,-2.113
95000,-2.049
