episode,reward
16100,0.379
16200,0.397
16300,0.355
16400,-0.305
16500,-0.383
16600,0.041
16700,-0.105
16800,0.18
16900,0.103
17000,-0.066
17100,-0.231
17200,-0.165
17300,0.014
17400,0.027
17500,0.148
17600,0.037
17700,-0.097
17800,0.111
17900,0.138
18000,-0.151
18100,-0.066
18200,0.047
18300,0.161
18400,0.156
18500,0.101
18600,-0.003
18700,0.432
18800,0.035
18900,-0.345
19000,-0.103
19100,0.025
19200,0.061
19300,0.048
19400,0.078
19500,0.31
19600,0.004
19700,0.16
19800,0.336
19900,-0.302
20000,-0.05
20100,0.247
20200,0.016
20300,0.199
20400,-0.129
20500,0.164
20600,0.163
20700,0.01
20800,0.293
20900,0.112
21000,0.326
21100,0.374
21200,0.124
21300,0.226
21400,-0.415
21500,-0.217
21600,0.225
21700,-0.078
21800,-0.176
21900,-0.233
22000,-0.214
22100,0.049
22200,-0.105
22300,0.144
22400,0.065
22500,0.207
22600,0.081
22700,-0.183
22800,0.193
22900,-0.406
23000,-0.131
23100,-0.076
23200,0.216
23300,0.205
23400,0.382
23500,0.34
23600,0.099
23700,0.196
23800,-0.31
23900,-0.124
24000,-0.351
24100,-0.1
24200,0.163
24300,0.32
24400,0.078
24500,0.234
24600,0.224
24700,-0.066
24800,0.211
24900,0.089
25000,0.308
25100,-0.013
25200,0.035
25300,0.017
25400,0.246
25500,-0.05
25600,0.032
25700,0.082
25800,0.324
25900,0.236
26000,0.223
26100,0.235
26200,0.302
26300,0.417
26400,0.002
26500,0.37
26600,0.044
26700,0.074
26800,-0.152
26900,-0.068
27000,0.069
27100,-0.04
27200,0.081
27300,0.061
27400,0.369
27500,0.394
27600,-0.02
27700,-0.153
27800,-0.287
27900,0.013
28000,-0.042
28100,-0.131
28200,-0.042
28300,0.0
28400,0.038
28500,-0.165
28600,0.212
28700,-0.176
28800,-0.183
28900,0.13
29000,0.163
29100,0.061
29200,-0.146
29300,-0.455
29400,-0.116
29500,-0.37
29600,-0.149
29700,-0.112
29800,-0.005
29900,0.16
30000,0.144
30100,-0.037
30200,0.079
30300,0.02
30400,0.131
30500,-0.061
30600,-0.118
30700,-0.25
30800,-0.094
30900,-0.163
31000,-0.264
31100,-0.3
31200,-0.153
31300,-0.101
31400,-0.287
31500,-0.262
31600,-0.338
31700,-0.159
31800,-0.234
31900,-0.215
32000,-0.219
32100,0.025
32200,-0.221
32300,-0.059
32400,0.323
32500,-0.028
32600,0.254
32700,0.039
32800,0.225
32900,-0.087
33000,0.005
33100,-0.155
33200,-0.075
33300,-0.031
33400,0.046
33500,0.13
33600,0.122
33700,-0.139
33800,0.203
33900,0.084
34000,-0.096
34100,-0.016
34200,0.177
34300,0.124
34400,0.064
34500,0.159
34600,-0.02
34700,-0.149
34800,-0.109
34900,0.113
35000,0.032
35100,-0.175
35200,-0.189
35300,-0.062
35400,0.023
35500,-0.135
35600,-0.186
35700,-0.134
35800,0.073
35900,-0.052
36000,0.063
36100,-0.117
36200,0.096
36300,-0.075
36400,0.05
36500,-0.188
36600,-0.085
36700,-0.138
36800,-0.151
36900,-0.17
37000,0.225
37100,0.133
37200,-0.104
37300,-0.205
37400,0.15
37500,-0.021
37600,0.031
37700,-0.047
37800,-0.024
37900,-0.193
38000,-0.276
38100,-0.049
38200,-0.126
38300,0.018
38400,0.058
38500,0.022
38600,-0.073
38700,-0.14
38800,-0.182
38900,0.003
39000,-0.045
39100,0.045
39200,0.032
39300,-0.134
39400,-0.019
39500,0.062
39600,-0.295
39700,-0.143
39800,-0.238
39900,-0.166
40000,-0.059
40100,-0.112
40200,-0.166
40300,-0.059
40400,-0.01
40500,-0.054
40600,-0.055
40700,-0.1
40800,-0.071
40900,-0.022
41000,-0.112
41100,0.106
41200,0.051
41300,0.031
41400,-0.061
41500,-0.119
41600,-0.009
41700,0.071
41800,0.181
41900,0.131
42000,0.233
42100,0.018
42200,0.196
42300,0.188
42400,0.168
42500,0.152
42600,0.156
42700,0.096
42800,0.04
42900,0.025
43000,0.073
43100,-0.097
43200,-0.031
43300,-0.041
43400,0.171
43500,0.187
43600,0.014
43700,0.218
43800,0.121
43900,0.186
44000,0.157
44100,0.046
44200,-0.028
44300,-0.018
44400,0.138
44500,0.088
44600,0.163
44700,-0.016
44800,0.045
44900,0.029
45000,0.059
45100,0.21
45200,0.195
45300,0.178
45400,0.204
45500,-0.045
45600,-0.195
45700,0.055
45800,0.067
45900,0.061
46000,-0.1
46100,-0.091
46200,0.052
46300,0.051
46400,-0.091
46500,0.246
46600,0.164
46700,0.096
46800,-0.103
46900,-0.036
47000,0.28
47100,0.12
47200,0.033
47300,-0.028
47400,-0.096
47500,0.071
47600,0.117
47700,-0.084
47800,0.092
47900,-0.043
48000,-0.035
48100,0.102
48200,-0.042
48300,0.022
48400,0.111
48500,0.063
48600,0.089
48700,0.153
48800,0.08
48900,-0.08
49000,0.096
49100,-0.117
49200,-0.076
49300,0.032
49400,0.077
49500,0.133
49600,-0.039
49700,0.014
49800,0.106
49900,0.065
50000,0.129
50100,0.145
50200,0.265
50300,0.157
50400,0.107
50500,-0.036
50600,-0.072
50700,-0.201
50800,-0.048
50900,0.249
51000,-0.028
51100,-0.135
51200,-0.069
51300,0.172
51400,0.022
51500,0.15
51600,0.141
51700,0.126
51800,0.142
51900,0.04
52000,-0.104
52100,-0.145
52200,-0.001
52300,-0.156
52400,-0.038
52500,-0.04
52600,0.105
52700,0.091
52800,0.306
52900,0.215
53000,0.105
53100,-0.06
53200,0.137
53300,0.04
53400,-0.063
53500,0.027
53600,-0.125
53700,-0.012
53800,0.068
53900,-0.084
54000,-0.06
54100,-0.043
54200,-0.065
54300,0.078
54400,0.003
54500,0.149
54600,-0.163
54700,0.022
54800,-0.016
54900,-0.079
55000,0.149
55100,-0.048
55200,0.079
55300,-0.124
55400,-0.209
55500,-0.038
55600,-0.239
55700,0.067
55800,0.027
55900,0.036
56000,0.045
56100,0.287
56200,-0.071
56300,-0.12
56400,0.2
56500,-0.039
56600,0.156
56700,0.008
56800,-0.025
56900,0.125
57000,0.079
57100,0.24
57200,0.124
57300,0.131
57400,0.202
57500,-0.003
57600,0.182
57700,-0.119
57800,-0.011
57900,-0.025
58000,-0.039
58100,0.022
58200,0.034
58300,-0.054
58400,-0.12
58500,-0.094
58600,0.0
58700,0.043
58800,0.076
58900,0.067
59000,0.09
59100,-0.159
59200,-0.068
59300,0.109
59400,-0.134
59500,0.067
59600,-0.226
59700,-0.022
59800,0.04
59900,-0.096
60000,0.059
60100,0.057
60200,-0.146
60300,0.015
60400,0.041
60500,-0.014
60600,-0.095
60700,0.1
60800,0.018
60900,0.031
61000,-0.078
61100,-0.029
61200,-0.061
61300,0.068
61400,-0.051
61500,0.206
61600,0.134
61700,0.053
61800,-0.056
61900,0.181
62000,0.194
62100,-0.023
62200,0.159
62300,0.011
62400,-0.05
62500,-0.008
62600,0.156
62700,0.063
62800,-0.088
62900,0.207
63000,-0.201
63100,0.023
63200,0.095
63300,0.102
63400,0.072
63500,-0.11
63600,0.025
63700,0.039
63800,0.314
63900,0.178
64000,0.225
64100,0.011
64200,-0.241
64300,0.212
64400,-0.124
64500,0.014
64600,0.084
64700,-0.033
64800,0.089
64900,0.114
65000,-0.011
65100,0.008
65200,-0.097
65300,0.156
65400,-0.316
65500,0.027
65600,-0.133
65700,-0.257
65800,-0.254
65900,0.003
66000,-0.056
66100,-0.063
66200,-0.082
66300,0.051
66400,-0.062
66500,0.003
66600,0.068
66700,0.225
66800,0.25
66900,-0.028
67000,-0.132
67100,0.028
67200,-0.121
67300,0.006
67400,0.15
67500,-0.112
67600,0.099
67700,0.224
67800,0.149
67900,-0.022
68000,0.082
68100,0.179
68200,-0.075
68300,-0.038
68400,0.133
68500,0.022
68600,-0.057
68700,0.009
68800,0.099
68900,0.208
69000,0.136
69100,0.031
69200,-0.02
69300,-0.103
69400,-0.205
69500,-0.047
69600,0.144
69700,-0.03
69800,-0.189
69900,0.011
70000,-0.031
70100,-0.23
70200,-0.13
70300,-0.042
70400,-0.063
70500,-0.026
70600,0.157
70700,0.089
70800,0.181
70900,-0.044
71000,0.022
71100,-0.101
71200,-0.196
71300,-0.062
71400,-0.16
71500,-0.009
71600,0.034
71700,-0.186
71800,-0.164
71900,-0.145
72000,0.023
72100,-0.141
72200,-0.016
72300,-0.087
72400,-0.102
72500,-0.086
72600,0.079
72700,-0.18
72800,-0.188
72900,0.137
73000,0.065
73100,0.052
73200,0.142
73300,0.072
73400,-0.062
73500,0.09
73600,-0.069
73700,0.079
73800,0.1
73900,0.002
74000,-0.231
74100,0.084
74200,-0.238
74300,-0.051
74400,-0.077
74500,-0.028
74600,-0.159
74700,0.088
74800,0.003
74900,0.155
75000,-0.036
75100,0.026
75200,0.133
75300,-0.241
75400,-0.059
75500,-0.01
75600,-0.084
75700,-0.104
75800,0.157
75900,0.058
76000,-0.05
76100,0.118
76200,-0.038
76300,0.037
76400,0.185
76500,0.081
76600,-0.09
76700,0.04
76800,-0.057
76900,0.027
77000,-0.152
77100,-0.05
77200,0.211
77300,0.157
77400,0.116
77500,-0.034
77600,0.038
77700,0.138
77800,0.134
77900,0.081
78000,-0.072
78100,-0.096
78200,0.144
78300,0.175
78400,-0.049
78500,0.131
78600,-0.165
78700,0.188
78800,0.089
78900,0.153
79000,0.175
79100,0.052
79200,-0.126
79300,0.248
79400,0.131
79500,-0.163
79600,-0.02
79700,0.187
79800,0.106
79900,0.175
80000,0.042
80100,0.006
80200,-0.041
80300,-0.14
80400,-0.115
80500,-0.111
80600,0.178
80700,-0.091
80800,0.006
80900,-0.052
81000,0.039
81100,0.072
81200,-0.077
81300,-0.075
81400,-0.071
81500,-0.008
81600,-0.009
81700,0.24
81800,0.045
81900,-0.065
82000,0.047
82100,-0.258
82200,-0.111
82300,-0.061
82400,0.05
82500,-0.117
82600,-0.031
82700,-0.036
82800,-0.061
82900,0.136
83000,0.075
83100,-0.105
83200,-0.119
83300,0.073
83400,-0.098
83500,0.053
83600,0.031
83700,-0.047
83800,-0.013
83900,0.166
84000,0.39
84100,0.001
84200,-0.121
84300,0.144
84400,-0.12
84500,0.055
84600,-0.058
84700,-0.009
84800,-0.034
84900,0.035
85000,0.006
85100,0.057
85200,-0.095
85300,-0.065
85400,-0.068
85500,0.067
85600,-0.077
85700,0.033
85800,0.242
85900,-0.057
86000,-0.15
86100,-0.086
86200,0.035
86300,-0.102
86400,0.028
86500,0.177
86600,-0.001
86700,-0.011
86800,0.009
86900,0.065
87000,0.063
87100,0.11
87200,-0.012
87300,0.148
87400,0.0
87500,-0.029
87600,0.006
87700,0.021
87800,-0.089
87900,0.089
88000,0.081
88100,-0.07
88200,0.034
88300,0.132
88400,-0.034
88500,0.056
88600,-0.024
88700,0.056
88800,0.04
88900,-0.116
89000,-0.095
89100,-0.019
89200,0.009
89300,-0.023
89400,-0.023
89500,0.109
89600,0.079
89700,-0.024
89800,0.028
89900,-0.127
90000,-0.009
90100,-0.05
90200,0.063
90300,-0.056
90400,-0.231
90500,0.035
90600,-0.007
90700,0.009
90800,-0.02
90900,-0.101
91000,0.041
91100,-0.046
91200,0.11
91300,0.131
91400,0.077
91500,0.088
91600,-0.028
91700,-0.216
91800,-0.218
91900,0.137
92000,0.042
92100,0.018
92200,0.09
92300,0.121
92400,0.018
92500,0.056
92600,-0.023
92700,-0.044
92800,0.017
92900,-0.052
93000,0.068
93100,-0.061
93200,-0.142
93300,0.144
93400,0.043
93500,0.085
93600,-0.012
93700,0.049
93800,-0.226
93900,0.043
94000,-0.033
94100,-0.153
94200,-0.034
94300,0.033
94400,0.057
94500,-0.159
94600,-0.207
94700,0.187
94800,0.036
94900,-0.079
95000,0.147
95100,0.108
95200,0.106
95300,0.002
95400,0.165
95500,0.107
95600,0.087
95700,-0.178
95800,0.084
95900,-0.244
96000,0.088
96100,0.333
96200,0.015
96300,-0.184
96400,0.177
96500,0.195
96600,-0.115
96700,0.081
96800,0.057
96900,0.06
97000,0.003
97100,0.006
97200,0.169
97300,-0.023
97400,0.139
97500,-0.012
97600,0.04
97700,-0.176
97800,0.014
97900,0.187
98000,0.126
98100,-0.015
98200,0.082
98300,0.024
98400,0.149
98500,0.008
98600,0.078
98700,0.085
98800,0.136
98900,0.053
99000,0.008
99100,0.01
99200,-0.079
99300,0.024
99400,0.105
99500,0.103
99600,0.114
99700,-0.184
99800,0.115
99900,0.187
