game_id,hand_value,nb_bouts,nb_bouts_dog,taking,taking_bid_order,number_of_points_achieved,nb_bouts_achieved,reward
0,13.0,0,0,0,0,14.0,1,4
0,28.0,1,0,0,0,12.0,0,4
0,22.0,1,0,1,1,21.0,1,-12
0,25.0,1,0,0,0,41.0,1,4
1,20.0,1,0,0,0,34.0,1,1
1,15.0,0,0,0,0,8.0,0,1
1,20.0,2,0,1,1,35.0,2,-3
1,25.0,0,0,0,0,9.0,0,1
2,31.0,1,1,0,0,11.0,1,2
2,20.0,1,1,0,0,24.0,1,2
2,14.0,0,1,0,0,15.0,0,2
2,19.0,0,1,1,1,38.0,1,-6
3,18.0,0,1,0,0,5.0,0,4
3,19.0,0,1,0,0,45.0,1,4
3,25.0,2,1,0,0,19.0,1,4
3,22.0,0,1,1,1,18.0,1,-12
4,27.0,2,0,0,0,39.0,2,6
4,19.0,1,0,0,0,23.0,1,6
4,9.0,0,0,1,1,5.0,0,-18
4,25.0,0,0,0,0,18.0,0,6
5,23.0,0,1,0,0,2.0,0,3
5,14.0,0,1,0,0,14.0,0,3
5,14.0,1,1,1,1,12.0,2,-9
5,27.0,1,1,0,0,55.0,1,3
6,23.0,0,1,0,0,18.0,0,3
6,19.0,1,1,0,0,15.0,2,3
6,23.0,1,1,1,1,25.0,1,-9
6,18.0,0,1,0,0,29.0,0,3
7,18.0,0,2,1,1,10.0,1,-15
7,12.0,0,2,0,0,9.0,0,5
7,30.0,1,2,0,0,53.0,2,5
7,16.0,0,2,0,0,11.0,0,5
8,27.0,2,0,0,0,24.0,1,4
8,19.0,0,0,0,0,9.0,0,4
8,23.0,1,0,0,0,30.0,2,4
8,15.0,0,0,1,1,25.0,0,-12
9,33.0,2,0,1,1,35.0,2,3
9,15.0,1,0,0,0,0,0,-1
9,21.0,0,0,0,0,17.0,0,-1
9,13.0,0,0,0,0,30.0,1,-1
10,24.0,0,1,0,0,12.0,0,-1
10,19.0,1,1,0,0,19.0,1,-1
10,20.0,0,1,1,1,41.0,2,3
10,21.0,1,1,0,0,13.0,0,-1
11,24.0,2,0,0,0,14.0,1,1
11,23.0,1,0,0,0,18.0,2,1
11,16.0,0,0,0,0,4.0,0,1
11,21.0,0,0,1,1,47.0,0,-3
12,24.0,1,1,0,0,20.0,1,-1
12,21.0,1,1,0,0,16.0,0,-1
12,19.0,0,1,0,0,12.0,0,-1
12,20.0,0,1,1,1,37.0,2,3
13,24.0,1,0,0,0,19.0,1,2
13,23.0,0,0,0,0,2.0,0,2
13,23.0,1,0,1,1,31.0,2,-6
13,18.0,1,0,0,0,35.0,0,2
14,20.0,0,0,0,0,28.0,0,5
14,16.0,1,0,0,0,26.0,1,5
14,31.0,2,0,0,0,19.0,2,5
14,17.0,0,0,1,1,11.0,0,-15
15,29.0,1,0,0,0,25.0,2,5
15,25.0,1,0,0,0,18.0,1,5
15,15.0,1,0,1,1,14.0,0,-15
15,19.0,0,0,0,0,31.0,0,5
16,14.0,0,0,0,0,12.0,0,2
16,15.0,1,0,0,0,18.0,1,2
16,24.0,1,0,0,0,19.0,1,2
16,32.0,1,0,1,1,33.0,1,-6
17,24.0,1,0,0,0,11.0,1,-1
17,22.0,0,0,0,0,11.0,0,-1
17,23.0,1,0,0,0,24.0,0,-1
17,19.0,1,0,1,1,41.0,2,3
18,10.0,0,0,0,0,11.0,0,1
18,24.0,0,0,0,0,29.0,1,1
18,25.0,1,0,0,0,12.0,0,1
18,22.0,2,0,1,1,35.0,2,-3
19,24.0,2,0,0,0,29.0,2,4
19,20.0,1,0,0,0,26.0,1,4
19,16.0,0,0,0,0,5.0,0,4
19,27.0,0,0,1,1,26.0,0,-12
20,26.0,2,0,0,0,32.0,2,4
20,13.0,0,0,0,0,15.0,1,4
20,32.0,1,0,0,0,14.0,0,4
20,14.0,0,0,1,1,22.0,0,-12
21,25.0,2,0,0,0,11.0,1,3
21,18.0,0,0,0,0,13.0,0,3
21,20.0,1,0,0,0,29.0,2,3
21,22.0,0,0,1,1,35.0,0,-9
22,31.0,0,0,0,0,28.0,0,3
22,9.0,0,0,0,0,10.0,1,3
22,23.0,1,0,1,1,31.0,1,-9
22,25.0,2,0,0,0,11.0,1,3
23,14.0,1,0,0,0,19.0,2,5
23,15.0,0,0,0,0,20.0,0,5
23,21.0,0,0,1,1,10.0,0,-15
23,33.0,2,0,0,0,34.0,1,5
24,21.0,0,0,0,0,21.0,1,5
24,28.0,2,0,0,0,31.0,1,5
24,19.0,0,0,1,1,9.0,0,-15
24,18.0,1,0,0,0,22.0,1,5
25,30.0,2,0,0,0,30.0,2,5
25,19.0,0,0,0,0,15.0,0,5
25,19.0,1,0,1,1,8.0,0,-15
25,15.0,0,0,0,0,32.0,1,5
26,27.0,0,0,0,0,14.0,0,3
26,23.0,2,0,0,0,45.0,3,3
26,14.0,0,0,0,0,2.0,0,3
26,21.0,1,0,1,1,27.0,0,-9
27,27.0,1,0,0,0,31.0,1,4
27,15.0,1,0,0,0,8.0,0,4
27,18.0,0,0,1,1,23.0,0,-12
27,26.0,1,0,0,0,18.0,2,4
28,26.0,0,0,0,0,24.0,0,2
28,18.0,1,0,0,0,25.0,1,2
28,15.0,0,0,0,0,9.0,0,2
28,29.0,2,0,1,1,29.0,2,-6
29,15.0,0,0,0,0,10.0,0,1
29,16.0,0,0,0,0,15.0,1,1
29,23.0,2,0,0,0,14.0,1,1
29,25.0,1,0,1,1,46.0,1,-3
30,17.0,1,0,0,0,18.0,1,4
30,19.0,0,0,0,0,11.0,0,4
30,19.0,0,0,1,1,21.0,1,-12
30,25.0,2,0,0,0,33.0,1,4
31,19.0,2,0,0,0,29.0,2,4
31,18.0,0,0,0,0,18.0,0,4
31,27.0,0,0,1,1,21.0,0,-12
31,22.0,1,0,0,0,19.0,1,4
32,13.0,0,0,0,0,16.0,0,2
32,17.0,1,0,0,0,13.0,0,2
32,33.0,2,0,1,1,26.0,3,-6
32,25.0,0,0,0,0,25.0,0,2
33,16.0,1,0,0,0,31.0,2,3
33,34.0,2,0,0,0,15.0,1,3
33,14.0,0,0,1,1,35.0,0,-9
33,21.0,0,0,0,0,2.0,0,3
34,14.0,0,0,0,0,2.0,0,-1
34,26.0,0,0,0,0,11.0,0,-1
34,29.0,2,0,1,1,48.0,1,3
34,18.0,1,0,0,0,24.0,2,-1
35,19.0,0,1,0,0,7.0,0,2
35,14.0,0,1,0,0,13.0,0,2
35,25.0,1,1,1,1,39.0,1,-6
35,23.0,1,1,0,0,22.0,2,2
36,26.0,1,0,0,0,12.0,1,5
36,23.0,0,0,0,0,16.0,0,5
36,21.0,2,0,0,0,41.0,2,5
36,14.0,0,0,1,1,14.0,0,-15
37,19.0,0,0,0,0,5.0,0,1
37,18.0,0,0,0,0,19.0,0,1
37,23.0,2,0,0,0,16.0,2,1
37,21.0,1,0,1,1,43.0,1,-3
38,22.0,0,1,0,0,26.0,0,3
38,22.0,0,1,0,0,29.0,1,3
38,21.0,1,1,0,0,6.0,1,3
38,16.0,1,1,1,1,24.0,1,-9
39,25.0,2,0,0,0,26.0,2,4
39,18.0,0,0,0,0,16.0,0,4
39,18.0,0,0,1,1,24.0,0,-12
39,19.0,1,0,0,0,21.0,1,4
40,21.0,0,0,1,1,40.0,1,-6
40,18.0,0,0,0,0,2.0,0,2
40,25.0,3,0,0,0,41.0,2,2
40,18.0,0,0,0,0,2.0,0,2
41,21.0,1,0,0,0,21.0,0,-1
41,24.0,1,0,0,0,19.0,1,-1
41,12.0,0,0,0,0,5.0,0,-1
41,28.0,1,0,1,1,41.0,2,3
42,15.0,0,0,0,0,4.0,0,-2
42,16.0,0,0,0,0,25.0,0,-2
42,37.0,3,0,1,1,47.0,3,6
42,15.0,0,0,0,0,9.0,0,-2
43,18.0,0,1,0,0,16.0,0,2
43,21.0,1,1,0,0,16.0,0,2
43,11.0,0,1,1,1,26.0,2,-6
43,34.0,1,1,0,0,28.0,1,2
44,16.0,1,0,0,0,10.0,1,3
44,22.0,2,0,0,0,43.0,2,3
44,28.0,0,0,0,0,6.0,0,3
44,18.0,0,0,1,1,28.0,0,-9
45,9.0,0,0,0,0,15.0,1,1
45,18.0,1,0,0,0,5.0,0,1
45,24.0,1,0,1,1,43.0,1,-3
45,36.0,1,0,0,0,25.0,1,1
46,17.0,1,0,0,0,10.0,1,3
46,25.0,2,0,0,0,27.0,1,3
46,14.0,0,0,1,1,32.0,0,-9
46,32.0,0,0,0,0,19.0,1,3
47,34.0,2,0,0,0,36.0,1,2
47,22.0,0,0,0,0,16.0,1,2
47,19.0,1,0,1,1,34.0,1,-6
47,12.0,0,0,0,0,0,0,2
48,18.0,0,0,0,0,16.0,0,3
48,17.0,0,0,0,0,6.0,0,3
48,24.0,1,0,1,1,30.0,1,-9
48,21.0,2,0,0,0,29.0,2,3
49,26.0,1,0,0,0,17.0,1,2
49,19.0,1,0,0,0,16.0,1,2
49,31.0,1,0,1,1,34.0,1,-6
49,12.0,0,0,0,0,14.0,0,2
50,30.0,0,0,0,0,16.0,0,2
50,18.0,1,0,0,0,24.0,1,2
50,17.0,0,0,1,1,32.0,1,-6
50,23.0,2,0,0,0,11.0,1,2
51,22.0,0,0,0,0,12.0,0,1
51,14.0,0,0,0,0,42.0,1,1
51,22.0,1,0,0,0,0,0,1
51,21.0,2,0,1,1,33.0,2,-3
52,24.0,2,0,0,0,36.0,3,4
52,22.0,0,0,0,0,7.0,0,4
52,23.0,0,0,0,0,15.0,0,4
52,18.0,1,0,1,1,26.0,0,-12
53,15.0,1,0,0,0,23.0,1,5
53,12.0,0,0,0,0,9.0,0,5
53,33.0,0,0,1,1,15.0,0,-15
53,22.0,2,0,0,0,33.0,2,5
54,15.0,1,1,0,0,15.0,1,-1
54,28.0,0,1,0,0,11.0,0,-1
54,14.0,0,1,0,0,16.0,0,-1
54,21.0,1,1,1,1,42.0,2,3
55,29.0,0,0,0,0,27.0,0,3
55,15.0,1,0,1,1,34.0,0,-9
55,27.0,2,0,0,0,15.0,2,3
55,17.0,0,0,0,0,12.0,1,3
56,22.0,2,0,0,0,22.0,1,4
56,19.0,1,0,0,0,21.0,2,4
56,20.0,0,0,0,0,20.0,0,4
56,20.0,0,0,1,1,18.0,0,-12
57,20.0,0,0,0,0,23.0,0,3
57,14.0,0,0,0,0,12.0,0,3
57,23.0,2,0,0,0,26.0,3,3
57,30.0,1,0,1,1,27.0,0,-9
58,23.0,1,0,0,0,29.0,1,4
58,18.0,0,0,0,0,21.0,1,4
58,20.0,0,0,1,1,18.0,0,-12
58,25.0,2,0,0,0,18.0,1,4
59,24.0,1,0,1,1,20.0,0,-12
59,20.0,1,0,0,0,18.0,2,4
59,19.0,0,0,0,0,26.0,0,4
59,21.0,1,0,0,0,22.0,1,4
60,19.0,1,0,0,0,0,0,-1
60,20.0,1,0,0,0,20.0,1,-1
60,19.0,0,0,0,0,21.0,0,-1
60,24.0,1,0,1,1,47.0,2,3
61,23.0,1,0,0,0,18.0,1,-2
61,16.0,0,0,0,0,8.0,0,-2
61,25.0,1,0,0,0,8.0,0,-2
61,24.0,1,0,1,1,51.0,2,6
62,20.0,0,1,0,0,18.0,0,2
62,20.0,0,1,0,0,9.0,0,2
62,18.0,1,1,0,0,21.0,2,2
62,21.0,1,1,1,1,38.0,1,-6
63,23.0,1,0,0,0,24.0,1,5
63,27.0,1,0,0,0,21.0,1,5
63,20.0,0,0,1,1,8.0,0,-15
63,15.0,1,0,0,0,33.0,1,5
64,18.0,1,0,1,1,52.0,1,3
64,28.0,1,0,0,0,3.0,0,-1
64,20.0,0,0,0,0,9.0,0,-1
