game_id,hand_value,nb_bouts,nb_bouts_dog,taking,taking_bid_order,number_of_points_achieved,nb_bouts_achieved,reward
0,13.0,0,0,0,0,16.0,1,2
0,28.0,1,0,0,0,0,0,2
0,21.0,1,0,1,1,41.0,1,-6
0,25.0,1,0,0,0,30.0,1,2
1,25.0,1,0,0,0,39.0,2,6
1,27.0,1,0,0,0,21.0,0,6
1,12.0,0,0,1,1,4.0,0,-18
1,22.0,1,0,0,0,24.0,1,6
2,19.0,0,0,0,0,19.0,1,5
2,24.0,1,0,0,0,19.0,1,5
2,24.0,0,0,1,1,13.0,0,-15
2,21.0,2,0,0,0,34.0,1,5
3,15.0,0,0,0,0,16.0,1,3
3,24.0,2,0,0,0,16.0,1,3
3,22.0,1,0,1,1,25.0,1,-9
3,27.0,0,0,0,0,30.0,0,3
4,14.0,0,0,0,0,12.0,0,-1
4,18.0,0,0,0,0,5.0,0,-1
4,30.0,1,0,0,0,31.0,1,-1
4,22.0,2,0,1,1,38.0,2,3
5,22.0,0,0,0,0,6.0,0,4
5,22.0,1,0,0,0,28.0,0,4
5,21.0,1,0,0,0,38.0,2,4
5,18.0,1,0,1,1,12.0,1,-12
6,30.0,1,1,1,1,37.0,2,-3
6,16.0,0,1,0,0,20.0,1,1
6,21.0,1,1,0,0,0,0,1
6,17.0,0,1,0,0,28.0,0,1
7,18.0,0,0,0,0,32.0,1,4
7,24.0,2,0,0,0,14.0,1,4
7,19.0,0,0,1,1,19.0,0,-12
7,21.0,1,0,0,0,19.0,1,4
8,22.0,1,0,0,0,6.0,0,3
8,23.0,0,0,0,0,37.0,0,3
8,22.0,1,0,1,1,24.0,1,-9
8,21.0,1,0,0,0,21.0,2,3
9,23.0,0,1,0,0,17.0,0,1
9,18.0,0,1,0,0,8.0,0,1
9,22.0,1,1,0,0,18.0,2,1
9,21.0,1,1,1,1,44.0,1,-3
10,19.0,0,2,0,0,3.0,0,1
10,19.0,0,2,0,0,40.0,1,1
10,24.0,0,2,0,0,10.0,0,1
10,16.0,1,2,1,1,33.0,2,-3
11,21.0,1,0,0,0,28.0,1,4
11,24.0,1,0,0,0,19.0,1,4
11,22.0,0,0,1,1,22.0,0,-12
11,21.0,1,0,0,0,14.0,1,4
12,17.0,0,0,0,0,10.0,0,5
12,24.0,1,0,0,0,32.0,2,5
12,20.0,0,0,1,1,16.0,0,-15
12,24.0,2,0,0,0,28.0,1,5
13,15.0,0,0,1,1,55.0,0,-3
13,20.0,1,0,0,0,14.0,2,1
13,29.0,2,0,0,0,7.0,1,1
13,20.0,0,0,0,0,11.0,0,1
14,22.0,2,0,0,0,10.0,1,1
14,12.0,0,0,0,0,10.0,0,1
14,31.0,1,0,1,1,42.0,1,-3
14,19.0,0,0,0,0,22.0,1,1
15,22.0,0,0,0,0,13.0,0,-1
15,25.0,1,0,0,0,14.0,0,-1
15,22.0,1,0,1,1,44.0,2,3
15,13.0,1,0,0,0,12.0,1,-1
16,23.0,0,1,0,0,12.0,0,-3
16,26.0,2,1,1,1,61.0,3,9
16,17.0,0,1,0,0,6.0,0,-3
16,14.0,0,1,0,0,6.0,0,-3
17,19.0,0,0,0,0,14.0,0,4
17,27.0,1,0,0,0,15.0,1,4
17,24.0,2,0,1,1,20.0,1,-12
17,17.0,0,0,0,0,39.0,1,4
18,28.0,1,0,0,0,49.0,0,5
18,22.0,1,0,0,0,6.0,1,5
18,16.0,0,0,1,1,16.0,0,-15
18,22.0,1,0,0,0,16.0,2,5
19,25.0,0,0,0,0,23.0,0,2
19,15.0,0,0,0,0,7.0,0,2
19,23.0,0,0,1,1,39.0,1,-6
19,23.0,3,0,0,0,16.0,2,2
20,19.0,0,0,0,0,10.0,0,3
20,21.0,1,0,1,1,26.0,1,-9
20,17.0,1,0,0,0,27.0,1,3
20,28.0,1,0,0,0,22.0,1,3
21,23.0,1,0,0,0,14.0,0,2
21,16.0,1,0,0,0,4,1,2
21,18.0,0,0,1,1,36.0,1,-6
21,31.0,1,0,0,0,34.0,1,2
22,19.0,0,0,0,0,27.0,0,3
22,25.0,2,0,0,0,27.0,2,3
22,21.0,0,0,0,0,9.0,0,3
22,20.0,1,0,1,1,25.0,1,-9
23,17.0,0,0,0,0,6.0,0,-1
23,26.0,2,0,0,0,25.0,1,-1
23,14.0,0,0,0,0,8.0,0,-1
23,22.0,1,0,1,1,42.0,2,3
24,18.0,1,0,0,0,0,0,3
24,21.0,0,0,0,0,17.0,0,3
24,16.0,0,0,1,1,34.0,0,-9
24,26.0,2,0,0,0,37.0,3,3
25,17.0,1,0,0,0,21.0,1,3
25,21.0,0,0,0,0,14.0,0,3
25,26.0,2,0,1,1,22.0,1,-9
25,22.0,0,0,0,0,28.0,1,3
26,20.0,0,0,0,0,16.0,0,3
26,25.0,1,0,0,0,10.0,0,3
26,21.0,1,0,1,1,18.0,2,-9
26,21.0,1,0,0,0,43.0,1,3
27,23.0,1,0,0,0,17.0,0,2
27,22.0,1,0,1,1,25.0,2,-6
27,17.0,1,0,0,0,35.0,1,2
27,22.0,0,0,0,0,7.0,0,2
28,31.0,1,0,0,0,38.0,2,2
28,17.0,1,0,0,0,9.0,0,2
28,24.0,1,0,1,1,35.0,1,-6
28,12.0,0,0,0,0,4.0,0,2
29,28.0,2,0,0,0,17.0,1,3
