episode,reward
0,2.334
5000,-0.465
10000,1.418
15000,-0.659
20000,0.499
25000,2.268
30000,1.26
35000,2.598
40000,0.738
45000,-2.422
50000,2.632
55000,0.926
60000,-1.074
65000,-5.362
70000,2.41
75000,2.182
80000,-2.161
85000,-4.289
90000,-3.331
95000,2.153
100000,1.884
105000,2.329
110000,2.281
115000,2.138
