game_id,hand_value,nb_bouts,nb_bouts_dog,taking,taking_bid_order,number_of_points_achieved,nb_bouts_achieved,reward
15,22.0,1,0,0,0,53.0,0,1
15,20.0,1,0,0,0,10.0,1,1
15,12.0,0,0,0,0,0,0,1
15,28.0,1,0,1,1,24.0,2,-7
16,19.0,2,1,0,0,18.0,2,4
16,17.0,0,1,0,0,34.0,0,4
16,23.0,0,1,0,0,26.0,0,4
16,21.0,0,1,1,1,10.0,1,-16
17,23.0,2,0,0,0,21.0,2,4
17,26.0,1,0,0,0,26.0,1,4
17,18.0,0,0,0,0,23.0,0,4
17,17.0,0,0,1,1,16.0,0,-16
18,16.0,0,1,0,0,23.0,1,-9
18,21.0,0,1,0,0,15.0,0,-9
18,21.0,1,1,0,0,30.0,1,-9
18,26.0,1,1,1,1,17.0,1,-25
19,22.0,0,1,0,0,2.0,0,-1
19,27.0,2,1,0,0,20.0,1,-1
19,18.0,0,1,0,0,25.0,0,-1
19,16.0,0,1,1,1,38.0,2,3
20,32.0,2,0,0,0,31.0,3,-1
20,24.0,0,0,0,0,21.0,0,-1
20,16.0,1,0,0,0,9.0,0,-1
20,12.0,0,0,1,1,27.0,0,-13
21,21.0,1,0,0,0,14.0,0,4
21,31.0,1,0,0,0,36.0,1,4
21,16.0,1,0,0,0,19.0,2,4
21,20.0,0,0,1,1,10.0,0,-16
22,23.0,2,0,0,0,25.0,2,2
22,19.0,0,0,0,0,19.0,0,2
22,12.0,0,0,0,0,6.0,0,2
22,24.0,1,0,1,1,33.0,1,-6
23,12.0,0,1,0,0,16.0,0,4
23,26.0,1,1,0,0,17.0,0,4
23,26.0,1,1,0,0,32.0,2,4
23,19.0,0,1,1,1,20.0,1,-12
24,20.0,1,0,0,0,30.0,2,-5
24,31.0,2,0,0,0,20.0,1,-5
24,14.0,0,0,0,0,5.0,0,-5
24,19.0,0,0,1,1,33.0,0,-17
25,23.0,1,0,0,0,41.0,2,-8
25,22.0,1,0,0,0,9.0,0,-8
25,26.0,1,0,0,0,16.0,1,-8
25,12.0,0,0,1,1,21.0,0,-24
26,18.0,0,0,0,0,7.0,0,3
26,23.0,1,0,0,0,31.0,1,3
26,27.0,2,0,0,0,29.0,2,3
26,19.0,0,0,1,1,20.0,0,-13
27,25.0,1,1,0,0,26.0,1,3
27,16.0,0,1,0,0,14.0,1,3
27,18.0,0,1,0,0,19.0,0,3
27,25.0,1,1,1,1,25.0,1,-9
28,27.0,0,0,0,0,22.0,0,-4
28,17.0,1,0,0,0,11.0,1,-4
28,22.0,1,0,0,0,42.0,2,-4
28,22.0,1,0,1,1,13.0,0,-24
29,26.0,2,1,0,0,12.0,1,0
29,15.0,0,1,0,0,15.0,0,0
29,22.0,0,1,0,0,26.0,0,0
29,21.0,0,1,1,1,33.0,2,-4
30,11.0,0,1,0,0,0,0,-13
30,26.0,0,1,0,0,22.0,1,-13
30,13.0,1,1,0,0,6.0,0,-13
30,31.0,1,1,1,1,53.0,2,-5
31,25.0,1,0,0,0,31.0,1,0
31,21.0,1,0,0,0,15.0,0,0
31,14.0,0,0,0,0,17.0,0,0
31,27.0,1,0,1,1,24.0,2,-8
32,14.0,0,0,0,0,4.0,0,-1
32,22.0,0,0,0,0,38.0,1,-1
32,31.0,3,0,0,0,28.0,2,-1
32,14.0,0,0,1,1,13.0,0,-21
33,15.0,0,0,0,0,16.0,0,2
33,30.0,1,0,0,0,31.0,2,2
33,23.0,1,0,0,0,13.0,1,2
33,19.0,1,0,1,1,28.0,0,-10
34,25.0,2,0,0,0,54.0,2,3
34,25.0,1,0,0,0,10.0,0,3
34,12.0,0,0,0,0,4.0,0,3
34,24.0,0,0,1,1,17.0,1,-13
35,21.0,0,1,0,0,13.0,0,1
35,19.0,1,1,0,0,34.0,1,1
35,20.0,1,1,0,0,17.0,1,1
35,17.0,0,1,1,1,24.0,1,-11
36,24.0,1,0,0,0,14.0,1,2
36,22.0,2,0,0,0,28.0,1,2
36,20.0,0,0,0,0,5.0,0,2
36,22.0,0,0,1,1,37.0,1,-6
37,20.0,0,0,0,0,22.0,0,-5
37,23.0,1,0,0,0,22.0,1,-5
37,18.0,0,0,0,0,12.0,0,-5
37,22.0,2,0,1,1,29.0,2,-13
38,28.0,0,0,0,0,9.0,0,1
38,17.0,0,0,0,0,17.0,0,1
38,19.0,2,0,0,0,33.0,3,1
38,23.0,1,0,1,1,26.0,0,-15
39,27.0,2,0,0,0,36.0,1,-5
39,19.0,0,0,0,0,10.0,0,-5
39,19.0,1,0,0,0,8.0,1,-5
39,23.0,0,0,1,1,34.0,1,-13
40,30.0,2,0,0,0,44.0,3,-1
40,19.0,0,0,0,0,5.0,0,-1
40,24.0,1,0,0,0,14.0,0,-1
40,15.0,0,0,1,1,25.0,0,-17
41,17.0,0,0,0,0,8.0,0,3
41,25.0,3,0,0,0,27.0,3,3
41,27.0,0,0,0,0,25.0,0,3
41,18.0,0,0,1,1,27.0,0,-9
42,18.0,1,0,0,0,21.0,2,-10
42,27.0,0,0,0,0,14.0,0,-10
42,22.0,1,0,0,0,28.0,0,-10
42,16.0,1,0,1,1,24.0,1,-22
43,15.0,1,0,0,0,38.0,1,3
43,25.0,1,0,0,0,17.0,1,3
43,18.0,0,0,0,0,11.0,0,3
43,26.0,1,0,1,1,22.0,1,-9
44,15.0,0,1,0,0,6.0,0,-11
44,18.0,0,1,0,0,12.0,0,-11
44,20.0,1,1,0,0,15.0,1,-11
44,27.0,1,1,1,1,51.0,2,-3
45,13.0,0,0,0,0,35.0,1,4
45,33.0,3,0,0,0,23.0,2,4
45,20.0,0,0,0,0,13.0,0,4
45,16.0,0,0,1,1,16.0,0,-16
46,16.0,1,0,0,0,2.0,0,-3
46,25.0,0,0,0,0,31.0,0,-3
46,19.0,1,0,0,0,4,1,-3
46,24.0,1,0,1,1,51.0,2,5
47,14.0,0,1,0,0,0,0,-9
47,18.0,0,1,0,0,12.0,1,-9
47,22.0,0,1,0,0,32.0,0,-9
47,26.0,2,1,1,1,44.0,2,-5
48,31.0,0,0,0,0,14.0,0,0
48,11.0,0,0,0,0,19.0,1,0
48,22.0,1,0,0,0,21.0,1,0
48,22.0,2,0,1,1,30.0,1,-12
49,20.0,1,0,0,0,31.0,1,-1
49,15.0,0,0,0,0,4.0,0,-1
49,28.0,1,0,0,0,22.0,1,-1
49,23.0,1,0,1,1,28.0,1,-13
50,30.0,1,1,0,0,16.0,1,-3
50,14.0,0,1,0,0,16.0,0,-3
50,16.0,0,1,0,0,6.0,0,-3
50,20.0,1,1,1,1,44.0,2,1
51,24.0,1,0,0,0,21.0,1,2
51,14.0,0,0,0,0,36.0,1,2
51,22.0,0,0,0,0,16.0,0,2
51,22.0,2,0,1,1,11.0,1,-18
52,17.0,1,0,0,0,25.0,2,1
52,20.0,1,0,0,0,22.0,1,1
52,24.0,1,0,0,0,10.0,0,1
52,22.0,0,0,1,1,30.0,0,-11
53,14.0,0,0,0,0,15.0,1,-10
53,24.0,2,0,0,0,14.0,2,-10
53,22.0,0,0,0,0,36.0,0,-10
53,25.0,1,0,1,1,20.0,0,-26
54,23.0,2,0,0,0,30.0,2,4
54,13.0,0,0,0,0,34.0,1,4
54,20.0,0,0,0,0,11.0,0,4
54,27.0,1,0,1,1,7.0,0,-16
55,20.0,1,0,0,0,21.0,0,2
55,24.0,1,0,0,0,23.0,1,2
55,20.0,0,0,0,0,18.0,1,2
55,24.0,1,0,1,1,21.0,1,-14
56,20.0,2,0,0,0,17.0,1,2
56,16.0,0,0,0,0,16.0,0,2
56,35.0,1,0,0,0,30.0,1,2
56,16.0,0,0,1,1,20.0,1,-14
57,22.0,1,0,0,0,19.0,1,1
57,22.0,1,0,0,0,33.0,1,1
57,17.0,0,0,0,0,11.0,0,1
57,20.0,1,0,1,1,25.0,1,-11
58,17.0,1,0,0,0,5.0,0,-1
58,28.0,1,0,0,0,11.0,1,-1
58,18.0,0,0,0,0,18.0,0,-1
58,18.0,1,0,1,1,50.0,2,3
59,18.0,2,0,0,0,48.0,3,4
59,15.0,0,0,0,0,0,0,4
59,22.0,1,0,0,0,27.0,0,4
59,27.0,0,0,1,1,7.0,0,-16
60,17.0,1,0,0,0,21.0,1,4
60,22.0,0,0,0,0,9.0,0,4
60,21.0,1,0,0,0,33.0,2,4
60,26.0,1,0,1,1,20.0,0,-12
61,32.0,1,0,0,0,28.0,0,0
61,21.0,1,0,0,0,8.0,1,0
61,13.0,0,0,0,0,17.0,0,0
61,18.0,1,0,1,1,33.0,2,-4
62,17.0,0,0,0,0,9.0,0,4
62,20.0,1,0,0,0,27.0,0,4
62,30.0,2,0,0,0,29.0,3,4
62,21.0,0,0,1,1,18.0,0,-12
63,23.0,1,1,0,0,15.0,0,-2
63,29.0,1,1,0,0,16.0,1,-2
63,14.0,0,1,0,0,9.0,0,-2
63,17.0,0,1,1,1,47.0,2,2
64,27.0,1,1,0,0,3.0,0,-2
64,16.0,0,1,0,0,20.0,0,-2
64,26.0,1,1,0,0,41.0,2,-2
64,15.0,0,1,1,1,24.0,1,-14
65,18.0,0,0,0,0,18.0,0,4
65,13.0,0,0,0,0,13.0,0,4
65,37.0,3,0,0,0,30.0,2,4
65,14.0,0,0,1,1,21.0,1,-12
66,22.0,1,0,0,0,14.0,1,-13
66,17.0,0,0,0,0,24.0,1,-13
66,17.0,1,0,0,0,6.0,0,-13
66,30.0,1,0,1,1,38.0,1,-21
67,13.0,0,0,0,0,25.0,1,1
67,28.0,1,0,0,0,7.0,0,1
67,16.0,1,0,0,0,21.0,1,1
67,17.0,1,0,1,1,32.0,1,-7
68,21.0,2,0,0,0,10.0,2,2
68,24.0,0,0,0,0,52.0,1,2
68,19.0,0,0,0,0,4.0,0,2
68,23.0,1,0,1,1,18.0,0,-14
69,24.0,1,0,0,0,16.0,1,4
69,26.0,2,0,0,0,27.0,1,4
69,21.0,0,0,0,0,34.0,0,4
69,14.0,0,0,1,1,10.0,1,-16
70,18.0,0,0,0,0,2.0,0,3
70,27.0,1,0,0,0,29.0,1,3
70,22.0,2,0,0,0,27.0,1,3
70,20.0,0,0,1,1,24.0,1,-9
71,16.0,0,0,0,0,6.0,0,1
71,20.0,0,0,0,0,19.0,0,1
71,28.0,2,0,0,0,46.0,3,1
71,16.0,1,0,1,1,12.0,0,-19
72,13.0,0,0,0,0,10.0,0,1
72,22.0,0,0,0,0,18.0,0,1
72,27.0,2,0,0,0,46.0,2,1
72,22.0,1,0,1,1,11.0,1,-19
73,18.0,1,0,0,0,23.0,1,-4
73,21.0,0,0,0,0,30.0,0,-4
73,20.0,1,0,0,0,16.0,2,-4
73,24.0,1,0,1,1,14.0,0,-24
74,22.0,0,1,0,0,22.0,0,4
74,16.0,0,1,0,0,11.0,0,4
74,28.0,2,1,0,0,35.0,3,4
74,12.0,0,1,1,1,20.0,0,-12
75,26.0,1,0,0,0,25.0,1,0
75,25.0,1,0,0,0,15.0,0,0
75,11.0,0,0,0,0,8.0,1,0
75,21.0,1,0,1,1,38.0,1,-8
76,22.0,0,0,0,0,2.0,0,3
76,19.0,1,0,0,0,27.0,1,3
76,24.0,1,0,0,0,26.0,2,3
76,19.0,1,0,1,1,29.0,0,-9
77,30.0,1,0,0,0,41.0,1,3
77,28.0,1,0,0,0,23.0,1,3
77,11.0,0,0,0,0,10.0,1,3
77,19.0,1,0,1,1,12.0,0,-17
78,12.0,0,0,0,0,13.0,0,-4
78,21.0,0,0,0,0,13.0,0,-4
78,19.0,0,0,0,0,23.0,0,-4
78,36.0,3,0,1,1,37.0,3,0
79,17.0,0,0,0,0,9.0,0,-4
79,33.0,1,0,0,0,18.0,0,-4
79,20.0,2,0,0,0,24.0,2,-4
79,15.0,0,0,1,1,37.0,1,-12
80,21.0,0,0,0,0,6.0,0,-2
80,26.0,1,0,0,0,26.0,1,-2
80,27.0,2,0,0,0,17.0,2,-2
80,14.0,0,0,1,1,39.0,0,-10
81,21.0,1,1,0,0,4.0,0,-1
81,14.0,0,1,0,0,19.0,0,-1
81,22.0,0,1,0,0,26.0,0,-1
81,23.0,1,1,1,1,33.0,3,3
82,16.0,1,0,0,0,10.0,1,1
82,16.0,0,0,0,0,10.0,0,1
82,23.0,1,0,0,0,24.0,1,1
82,27.0,1,0,1,1,44.0,1,-3
83,22.0,2,0,0,0,10.0,1,0
83,23.0,1,0,0,0,52.0,1,0
83,16.0,0,0,0,0,12.0,1,0
83,27.0,0,0,1,1,10.0,0,-20
84,30.0,2,0,0,0,6.0,1,-12
84,23.0,1,0,0,0,31.0,1,-12
84,17.0,0,0,0,0,22.0,0,-12
84,16.0,0,0,1,1,26.0,1,-24
85,23.0,0,1,0,0,18.0,0,-4
85,23.0,1,1,0,0,34.0,1,-4
85,17.0,1,1,0,0,15.0,1,-4
85,19.0,0,1,1,1,18.0,1,-20
86,27.0,2,0,0,0,45.0,3,1
86,27.0,1,0,0,0,21.0,0,1
86,18.0,0,0,0,0,13.0,0,1
86,13.0,0,0,1,1,8.0,0,-19
87,21.0,0,0,0,0,21.0,0,4
87,25.0,1,0,0,0,11.0,0,4
87,21.0,1,0,0,0,42.0,2,4
87,21.0,1,0,1,1,9.0,1,-16
88,28.0,1,0,0,0,29.0,1,-2
88,20.0,0,0,0,0,18.0,0,-2
88,16.0,0,0,0,0,21.0,0,-2
88,19.0,2,0,1,1,20.0,2,-14
89,25.0,1,0,0,0,26.0,1,2
89,25.0,1,0,0,0,35.0,1,2
89,16.0,0,0,0,0,6.0,0,2
89,22.0,1,0,1,1,19.0,1,-14
90,20.0,1,1,0,0,8.0,0,-4
90,21.0,0,1,0,0,2.0,0,-4
90,24.0,0,1,0,0,15.0,0,-4
90,16.0,1,1,1,1,62.0,3,8
91,25.0,0,2,0,0,20.0,0,-9
91,25.0,0,2,0,0,9.0,0,-9
91,15.0,0,2,0,0,20.0,1,-9
91,13.0,1,2,1,1,39.0,2,-5
92,25.0,2,0,0,0,21.0,1,2
92,19.0,0,0,0,0,15.0,0,2
92,17.0,1,0,0,0,25.0,2,2
92,27.0,0,0,1,1,24.0,0,-14
93,21.0,0,2,0,0,2.0,0,-1
93,20.0,0,2,0,0,13.0,0,-1
93,17.0,0,2,0,0,31.0,1,-1
93,22.0,1,2,1,1,42.0,2,3
94,13.0,0,0,0,0,11.0,0,-2
94,16.0,0,0,0,0,26.0,1,-2
94,31.0,3,0,0,0,21.0,2,-2
94,22.0,0,0,1,1,25.0,0,-18
95,30.0,2,0,0,0,37.0,1,-1
95,26.0,1,0,0,0,21.0,2,-1
95,16.0,0,0,0,0,16.0,0,-1
95,12.0,0,0,1,1,13.0,0,-21
96,27.0,1,0,0,0,47.0,2,-1
96,14.0,1,0,0,0,5.0,0,-1
96,23.0,0,0,0,0,23.0,0,-1
96,23.0,1,0,1,1,12.0,1,-17
97,18.0,1,0,0,0,6.0,1,4
97,25.0,0,0,0,0,35.0,0,4
97,23.0,1,0,0,0,30.0,1,4
97,17.0,1,0,1,1,16.0,1,-12
98,23.0,1,0,0,0,29.0,1,4
98,25.0,1,0,0,0,14.0,1,4
98,16.0,0,0,0,0,24.0,1,4
98,24.0,1,0,1,1,19.0,0,-12
99,17.0,0,1,0,0,18.0,0,-3
99,24.0,1,1,0,0,20.0,0,-3
99,23.0,1,1,0,0,21.0,1,-3
99,14.0,0,1,1,1,27.0,2,-11
100,23.0,0,0,0,0,10.0,0,0
100,26.0,2,0,0,0,33.0,1,0
100,19.0,1,0,0,0,13.0,1,0
100,19.0,0,0,1,1,27.0,1,-12
101,17.0,0,0,0,0,20.0,0,-8
101,19.0,2,0,0,0,24.0,1,-8
101,21.0,1,0,0,0,18.0,2,-8
101,31.0,0,0,1,1,17.0,0,-24
102,27.0,2,1,0,0,26.0,2,2
102,15.0,0,1,0,0,21.0,1,2
102,22.0,0,1,0,0,24.0,0,2
102,17.0,0,1,1,1,14.0,0,-18
103,15.0,0,2,0,0,10.0,0,0
103,21.0,0,2,0,0,8.0,0,0
103,20.0,1,2,0,0,20.0,2,0
103,24.0,0,2,1,1,47.0,1,-4
104,20.0,1,0,0,0,5.0,0,1
104,12.0,0,0,0,0,21.0,0,1
104,25.0,2,0,0,0,38.0,2,1
104,26.0,0,0,1,1,21.0,1,-15
105,21.0,1,1,0,0,28.0,1,-1
105,12.0,0,1,0,0,8.0,0,-1
105,20.0,0,1,0,0,6.0,0,-1
105,31.0,1,1,1,1,43.0,2,3
106,23.0,0,0,0,0,22.0,0,-8
106,25.0,1,0,0,0,4,1,-8
106,22.0,1,0,0,0,16.0,0,-8
106,14.0,1,0,1,1,46.0,2,-4
107,21.0,1,0,0,0,22.0,0,-2
107,29.0,2,0,0,0,40.0,3,-2
107,20.0,0,0,0,0,9.0,0,-2
107,13.0,0,0,1,1,17.0,0,-18
108,25.0,1,0,0,0,48.0,1,-1
108,23.0,1,0,0,0,20.0,2,-1
108,13.0,0,0,0,0,7.0,0,-1
108,22.0,1,0,1,1,8.0,0,-21
109,14.0,0,0,0,0,7.0,0,3
109,21.0,1,0,0,0,30.0,2,3
109,34.0,2,0,0,0,31.0,1,3
109,19.0,0,0,1,1,19.0,0,-13
110,24.0,2,0,0,0,19.0,1,-3
110,18.0,0,0,0,0,25.0,0,-3
110,16.0,0,0,0,0,12.0,0,-3
110,21.0,1,0,1,1,29.0,2,-11
111,18.0,2,0,0,0,20.0,1,3
111,24.0,1,0,0,0,22.0,1,3
111,24.0,0,0,0,0,27.0,0,3
111,17.0,0,0,1,1,14.0,1,-13
112,22.0,2,0,0,0,22.0,2,0
112,27.0,0,0,0,0,12.0,0,0
112,20.0,1,0,0,0,44.0,1,0
112,14.0,0,0,1,1,8.0,0,-20
113,14.0,0,0,0,0,28.0,0,1
113,28.0,2,0,0,0,30.0,3,1
113,16.0,1,0,0,0,5.0,0,1
113,20.0,0,0,1,1,22.0,0,-15
114,17.0,0,0,0,0,9.0,0,4
114,17.0,1,0,0,0,20.0,2,4
114,21.0,1,0,0,0,31.0,1,4
114,31.0,1,0,1,1,22.0,0,-12
115,17.0,2,1,0,0,20.0,1,-1
115,25.0,0,1,0,0,33.0,1,-1
115,16.0,0,1,0,0,11.0,0,-1
115,22.0,0,1,1,1,21.0,1,-17
116,25.0,0,1,0,0,17.0,0,-4
116,20.0,1,1,0,0,12.0,0,-4
116,23.0,1,1,0,0,30.0,1,-4
116,15.0,0,1,1,1,24.0,2,-12
117,15.0,0,0,0,0,8.0,0,-3
117,26.0,1,0,0,0,31.0,0,-3
117,24.0,2,0,0,0,20.0,2,-3
117,18.0,0,0,1,1,26.0,1,-15
118,27.0,0,1,0,0,16.0,0,-4
118,25.0,0,1,0,0,9.0,0,-4
118,21.0,2,1,0,0,33.0,2,-4
118,11.0,0,1,1,1,30.0,1,-16
119,18.0,1,0,0,0,6.0,1,-4
119,26.0,0,0,0,0,15.0,1,-4
119,16.0,0,0,0,0,10.0,0,-4
119,28.0,2,0,1,1,57.0,1,0
120,14.0,0,1,0,0,6.0,1,2
120,15.0,0,1,0,0,27.0,0,2
120,29.0,1,1,0,0,28.0,0,2
120,25.0,1,1,1,1,24.0,2,-6
121,16.0,0,1,0,0,27.0,1,-10
121,23.0,1,1,0,0,31.0,1,-10
121,21.0,1,1,0,0,15.0,0,-10
121,24.0,0,1,1,1,12.0,1,-26
122,21.0,2,0,0,0,20.0,1,-4
122,19.0,0,0,0,0,12.0,0,-4
122,30.0,1,0,0,0,12.0,1,-4
122,14.0,0,0,1,1,44.0,1,-8
123,27.0,1,0,0,0,19.0,0,2
123,20.0,0,0,0,0,10.0,0,2
123,24.0,1,0,0,0,45.0,2,2
123,15.0,1,0,1,1,14.0,1,-14
124,22.0,1,0,0,0,21.0,1,-2
124,24.0,1,0,0,0,2.0,0,-2
124,17.0,0,0,0,0,19.0,0,-2
124,22.0,1,0,1,1,42.0,2,2
125,26.0,1,0,0,0,17.0,1,-6
125,26.0,2,0,0,0,28.0,2,-6
125,14.0,0,0,0,0,18.0,0,-6
125,20.0,0,0,1,1,23.0,0,-22
126,26.0,1,0,0,0,21.0,2,3
126,28.0,2,0,0,0,10.0,1,3
126,14.0,0,0,0,0,24.0,0,3
126,16.0,0,0,1,1,32.0,0,-9
127,15.0,1,0,0,0,6.0,1,-14
127,16.0,0,0,0,0,14.0,0,-14
127,20.0,1,0,0,0,8.0,0,-14
127,32.0,1,0,1,1,52.0,2,-6
128,20.0,1,0,0,0,22.0,2,2
128,21.0,1,0,0,0,23.0,0,2
128,19.0,0,0,0,0,5.0,0,2
128,22.0,1,0,1,1,33.0,1,-6
129,28.0,2,0,0,0,15.0,1,-2
129,22.0,0,0,0,0,30.0,0,-2
129,18.0,1,0,0,0,9.0,1,-2
129,20.0,0,0,1,1,29.0,1,-14
130,16.0,1,0,0,0,9.0,1,-4
130,35.0,1,0,0,0,24.0,0,-4
130,10.0,0,0,0,0,13.0,0,-4
130,25.0,1,0,1,1,38.0,2,0
131,29.0,3,0,0,0,15.0,2,5
131,12.0,0,0,0,0,16.0,0,5
131,28.0,0,0,0,0,43.0,1,5
131,18.0,0,0,1,1,11.0,0,-15
132,21.0,1,0,0,0,27.0,1,-2
132,29.0,0,0,0,0,24.0,0,-2
132,20.0,2,0,0,0,9.0,1,-2
132,18.0,0,0,1,1,25.0,1,-14
133,25.0,0,0,0,0,26.0,1,-4
133,22.0,0,0,0,0,15.0,0,-4
133,20.0,2,0,0,0,10.0,2,-4
133,21.0,1,0,1,1,36.0,0,-16
134,31.0,3,0,0,0,16.0,2,1
134,24.0,0,0,0,0,20.0,1,1
134,9.0,0,0,0,0,5.0,0,1
134,24.0,0,0,1,1,41.0,0,-7
135,19.0,1,0,0,0,34.0,1,5
135,20.0,1,0,0,0,27.0,1,5
135,23.0,0,0,0,0,14.0,0,5
135,21.0,1,0,1,1,8.0,1,-15
136,15.0,0,0,0,0,23.0,0,2
136,24.0,1,0,0,0,22.0,1,2
136,29.0,2,0,0,0,21.0,1,2
136,13.0,0,0,1,1,22.0,1,-10
137,12.0,0,0,0,0,28.0,1,0
137,27.0,1,0,0,0,16.0,1,0
137,24.0,0,0,0,0,8.0,0,0
137,20.0,2,0,1,1,36.0,1,-8
138,18.0,1,0,0,0,22.0,1,2
138,23.0,1,0,0,0,25.0,0,2
138,33.0,1,0,0,0,29.0,2,2
138,12.0,0,0,1,1,11.0,0,-18
139,19.0,1,1,0,0,15.0,0,-3
139,16.0,0,1,0,0,42.0,1,-3
139,30.0,1,1,0,0,11.0,1,-3
139,18.0,0,1,1,1,17.0,1,-19
140,23.0,0,0,0,0,13.0,0,2
140,25.0,1,0,0,0,29.0,1,2
140,17.0,1,0,0,0,27.0,2,2
140,16.0,1,0,1,1,16.0,0,-18
141,25.0,0,1,0,0,40.0,1,2
141,17.0,0,1,0,0,0,0,2
141,20.0,1,1,0,0,22.0,1,2
141,18.0,1,1,1,1,21.0,1,-14
142,20.0,0,0,0,0,11.0,0,-10
142,25.0,1,0,0,0,25.0,0,-10
142,25.0,0,0,0,0,17.0,0,-10
142,18.0,2,0,1,1,34.0,3,-6
143,22.0,0,0,0,0,26.0,0,1
143,23.0,1,0,0,0,14.0,0,1
143,18.0,1,0,0,0,16.0,2,1
143,22.0,1,0,1,1,28.0,1,-11
144,20.0,1,0,0,0,32.0,0,1
144,12.0,0,0,0,0,0,0,1
144,25.0,2,0,0,0,26.0,3,1
144,23.0,0,0,1,1,29.0,0,-11
145,20.0,1,0,0,0,15.0,2,-7
145,20.0,1,0,0,0,3.0,0,-7
145,19.0,0,0,0,0,25.0,0,-7
145,24.0,1,0,1,1,42.0,1,-11
146,22.0,0,0,0,0,17.0,0,-9
146,17.0,0,0,0,0,23.0,0,-9
146,35.0,3,0,1,1,36.0,3,-5
146,14.0,0,0,0,0,9.0,0,-9
147,18.0,1,0,0,0,6.0,1,-6
147,22.0,0,0,0,0,24.0,1,-6
147,20.0,2,0,0,0,9.0,1,-6
147,26.0,0,0,1,1,44.0,0,-14
148,12.0,0,0,0,0,13.0,0,-3
148,25.0,1,0,0,0,31.0,2,-3
148,27.0,2,0,0,0,20.0,1,-3
148,23.0,0,0,1,1,21.0,0,-19
149,15.0,0,1,0,0,5.0,0,-16
149,17.0,0,1,0,0,12.0,0,-16
149,31.0,0,1,0,0,30.0,1,-16
149,20.0,2,1,1,1,38.0,2,-12
150,21.0,0,0,0,0,6.0,0,-4
150,24.0,1,0,0,0,19.0,0,-4
150,17.0,1,0,0,0,17.0,1,-4
150,25.0,1,0,1,1,44.0,2,0
151,23.0,1,0,0,0,16.0,1,1
151,19.0,0,0,0,0,27.0,0,1
151,17.0,0,0,0,0,17.0,0,1
151,21.0,2,0,1,1,24.0,2,-7
152,23.0,1,0,0,0,28.0,0,0
152,15.0,0,0,0,0,12.0,0,0
152,20.0,1,0,0,0,12.0,1,0
152,25.0,1,0,1,1,31.0,2,-8
153,25.0,1,0,0,0,7.0,0,-8
153,17.0,1,0,0,0,8.0,1,-8
153,22.0,1,0,0,0,23.0,2,-8
