
########## Evaluation Against Random - Episode 0 ##########
Timestep: 0 Average reward against random is 1.13
Timestep: 0 Average reward when taking  is -7.44

########## Evaluation Against Random - Episode 500 ##########
Timestep: 40025 Average reward against random is 2.48

########## Evaluation Against Random - Episode 1000 ##########
Timestep: 79972 Average reward against random is 2.30

########## Evaluation Against Random - Episode 1500 ##########
Timestep: 119956 Average reward against random is 2.30
Timestep: 119956 Average reward when taking  is -6.00

########## Evaluation Against Random - Episode 2000 ##########
Timestep: 159961 Average reward against random is 2.32

########## Evaluation Against Random - Episode 2500 ##########
Timestep: 199990 Average reward against random is 2.46
Timestep: 199990 Average reward when taking  is 5.00

########## Evaluation Against Random - Episode 3000 ##########
Timestep: 239979 Average reward against random is 2.34

########## Evaluation Against Random - Episode 3500 ##########
Timestep: 279944 Average reward against random is 2.37

########## Evaluation Against Random - Episode 4000 ##########
Timestep: 319961 Average reward against random is 2.33

########## Evaluation Against Random - Episode 4500 ##########
Timestep: 359991 Average reward against random is 2.33

########## Evaluation Against Random - Episode 5000 ##########
Timestep: 400060 Average reward against random is 2.38
Timestep: 400060 Average reward when taking  is 3.00

########## Evaluation Against Random - Episode 5500 ##########
Timestep: 440049 Average reward against random is 2.53

########## Evaluation Against Random - Episode 6000 ##########
Timestep: 480051 Average reward against random is 2.41
Timestep: 480051 Average reward when taking  is 3.00

########## Evaluation Against Random - Episode 6500 ##########
Timestep: 520062 Average reward against random is 2.19
Timestep: 520062 Average reward when taking  is 2.00

########## Evaluation Against Random - Episode 7000 ##########
Timestep: 560127 Average reward against random is 2.31

########## Evaluation Against Random - Episode 7500 ##########
Timestep: 600110 Average reward against random is 2.27
Timestep: 600110 Average reward when taking  is 3.00

########## Evaluation Against Random - Episode 8000 ##########
Timestep: 640079 Average reward against random is 2.31
Timestep: 640079 Average reward when taking  is 4.00

########## Evaluation Against Random - Episode 8500 ##########
Timestep: 680081 Average reward against random is -2.25
Timestep: 680081 Average reward when taking  is -6.75

########## Evaluation Against Random - Episode 9000 ##########
Timestep: 720044 Average reward against random is 2.24
Timestep: 720044 Average reward when taking  is -6.00

########## Evaluation Against Random - Episode 9500 ##########
Timestep: 760043 Average reward against random is 2.23
Timestep: 760043 Average reward when taking  is -9.00
