episode,reward
0,1.607
5000,1.197
10000,1.301
15000,1.468
20000,1.374
25000,1.832
30000,1.898
35000,1.899
40000,1.865
45000,1.793
50000,2.098
55000,2.117
60000,1.983
65000,2.088
70000,2.374
75000,2.067
80000,2.032
85000,1.911
90000,2.291
95000,2.261
100000,2.359
105000,2.367
110000,2.268
115000,2.163
