timestep,reward
73,-35.9
1950,-2.5
3845,-8.7
5726,-7.0
7622,0.0
9515,0.7
11407,-13.3
13283,4.1
15172,18.9
17049,6.3
18937,-3.8
20806,8.1
22687,8.4
24585,3.3
26471,0.7
28346,7.8
30214,6.7
32099,1.7
33986,10.1
35866,-42.2
37742,5.1
39606,-12.6
41505,13.0
43393,-7.3
45279,-9.3
47165,1.7
49041,0.9
50937,6.1
52820,11.9
54704,3.9
56595,-21.8
58475,11.7
60345,-7.7
62228,-8.2
64099,3.5
65969,0.3
67855,-19.6
69752,0.2
71626,-18.5
73514,-10.6
75388,3.5
77272,-7.9
79174,-38.5
81048,8.8
82931,0.3
84847,-7.6
86734,-14.0
88606,10.0
90483,-15.4
92357,3.4
94244,-8.3
96133,18.4
98007,-29.0
99899,-17.1
101781,-24.0
103657,1.1
105542,12.5
107420,10.1
109306,4.4
111187,10.7
113071,-14.7
114952,-3.2
116825,8.3
118706,5.2
120583,-9.4
122479,-2.2
124356,-1.5
126223,-16.3
128103,3.1
129983,2.5
131855,-22.0
133746,-0.2
135626,-7.8
137517,-12.3
139395,4.9
141265,11.8
143139,7.4
145009,0.0
146881,-2.5
148775,0.6
