timestep,reward
79,1.821
8071,2.403
16074,2.522
24066,2.431
32059,2.414
40050,2.517
48064,2.585
56055,2.402
64065,2.553
72072,2.465
80062,2.523
88060,2.438
96082,2.448
104064,2.387
112076,2.31
120052,2.348
128060,2.52
136033,2.541
144035,2.577
152021,2.493
