episode,reward
0,1.222
100,0.193
200,0.247
300,2.412
400,2.418
500,2.464
600,2.342
700,2.387
800,2.308
900,2.278
1000,2.305
1100,2.3
1200,2.287
1300,2.188
1400,2.359
1500,2.318
1600,2.301
1700,2.26
1800,2.395
1900,2.297
2000,2.396
2100,2.425
2200,2.229
2300,2.231
2400,2.27
2500,2.252
2600,2.359
2700,2.218
2800,2.107
2900,2.425
3000,2.219
3100,2.46
3200,2.394
3300,2.424
3400,2.348
3500,2.319
3600,2.343
3700,2.378
3800,2.232
3900,2.388
4000,2.3
4100,2.259
