episode,reward
0,-0.1851
2000,-0.0698
4000,0.1647
6000,0.226
8000,0.1956
10000,-0.0161
12000,0.1093
14000,0.0011
16000,0.0178
18000,0.079
20000,0.2569
22000,-0.1789
24000,0.0896
26000,0.0667
28000,0.0069
30000,0.1173
32000,0.2433
34000,0.0342
36000,0.1662
38000,0.1579
40000,0.3616
42000,-0.0466
44000,0.0892
46000,0.0135
48000,0.0085
50000,0.0733
52000,0.037
54000,-0.012
56000,0.2618
58000,0.2548
60000,0.1468
62000,0.0263
64000,0.1987
