timestep,reward
80,-1.652
16152,1.656
32275,0.816
48383,-1.322
64438,-2.936
80443,-6.676
96467,-8.054
112477,-7.954
128488,-9.278
144441,-9.3
160422,-9.15
176369,-9.42
192317,-9.384
208285,-9.75
224289,-10.152
240309,-10.354
256345,-9.46
272391,-9.936
288449,-9.432
304506,-9.204
320543,-9.72
336606,-10.824
352655,-9.732
368687,-9.006
384750,-9.386
400791,-9.096
416835,-10.026
432885,-9.642
448956,-9.074
465031,-9.996
481090,-9.894
497142,-9.836
513189,-10.072
529255,-9.882
545314,-9.888
561383,-9.076
577424,-9.754
593473,-9.542
609550,-9.522
625620,-9.526
641673,-8.576
657683,-1.424
673761,-0.878
689835,-0.038
705898,-7.21
721950,-8.864
