
########## Evaluation Against Last Agent - Episode 0 ##########
Timestep: 80 Average reward against last agent is -0.3

########## Evaluation Against Last Agent - Episode 200 ##########
Timestep: 16152 Average reward against last agent is 2.304

########## Evaluation Against Last Agent - Episode 400 ##########
Timestep: 32275 Average reward against last agent is -2.902

########## Evaluation Against Last Agent - Episode 600 ##########
Timestep: 48383 Average reward against last agent is -3.928

########## Evaluation Against Last Agent - Episode 800 ##########
Timestep: 64438 Average reward against last agent is -3.026

########## Evaluation Against Last Agent - Episode 1000 ##########
Timestep: 80443 Average reward against last agent is -7.726

########## Evaluation Against Last Agent - Episode 1200 ##########
Timestep: 96467 Average reward against last agent is -7.356

########## Evaluation Against Last Agent - Episode 1400 ##########
Timestep: 112477 Average reward against last agent is -8.78

########## Evaluation Against Last Agent - Episode 1600 ##########
Timestep: 128488 Average reward against last agent is -9.468

########## Evaluation Against Last Agent - Episode 1800 ##########
Timestep: 144441 Average reward against last agent is -9.312

########## Evaluation Against Last Agent - Episode 2000 ##########
Timestep: 160422 Average reward against last agent is -9.198

########## Evaluation Against Last Agent - Episode 2200 ##########
Timestep: 176369 Average reward against last agent is -9.264

########## Evaluation Against Last Agent - Episode 2400 ##########
Timestep: 192317 Average reward against last agent is -8.856

########## Evaluation Against Last Agent - Episode 2600 ##########
Timestep: 208285 Average reward against last agent is -8.724

########## Evaluation Against Last Agent - Episode 2800 ##########
Timestep: 224289 Average reward against last agent is -9.672

########## Evaluation Against Last Agent - Episode 3000 ##########
Timestep: 240309 Average reward against last agent is -10.294

########## Evaluation Against Last Agent - Episode 3200 ##########
Timestep: 256345 Average reward against last agent is -8.53

########## Evaluation Against Last Agent - Episode 3400 ##########
Timestep: 272391 Average reward against last agent is -8.29

########## Evaluation Against Last Agent - Episode 3600 ##########
Timestep: 288449 Average reward against last agent is -9.924

########## Evaluation Against Last Agent - Episode 3800 ##########
Timestep: 304506 Average reward against last agent is -9.03

########## Evaluation Against Last Agent - Episode 4000 ##########
Timestep: 320543 Average reward against last agent is -9.174

########## Evaluation Against Last Agent - Episode 4200 ##########
Timestep: 336606 Average reward against last agent is -9.348

########## Evaluation Against Last Agent - Episode 4400 ##########
Timestep: 352655 Average reward against last agent is -8.562

########## Evaluation Against Last Agent - Episode 4600 ##########
Timestep: 368687 Average reward against last agent is -8.736

########## Evaluation Against Last Agent - Episode 4800 ##########
Timestep: 384750 Average reward against last agent is -8.354

########## Evaluation Against Last Agent - Episode 5000 ##########
Timestep: 400791 Average reward against last agent is -8.484

########## Evaluation Against Last Agent - Episode 5200 ##########
Timestep: 416835 Average reward against last agent is -10.302

########## Evaluation Against Last Agent - Episode 5400 ##########
Timestep: 432885 Average reward against last agent is -9.234

########## Evaluation Against Last Agent - Episode 5600 ##########
Timestep: 448956 Average reward against last agent is -7.88

########## Evaluation Against Last Agent - Episode 5800 ##########
Timestep: 465031 Average reward against last agent is -8.952

########## Evaluation Against Last Agent - Episode 6000 ##########
Timestep: 481090 Average reward against last agent is -8.556

########## Evaluation Against Last Agent - Episode 6200 ##########
Timestep: 497142 Average reward against last agent is -8.648

########## Evaluation Against Last Agent - Episode 6400 ##########
Timestep: 513189 Average reward against last agent is -8.976

########## Evaluation Against Last Agent - Episode 6600 ##########
Timestep: 529255 Average reward against last agent is -9.282

########## Evaluation Against Last Agent - Episode 6800 ##########
Timestep: 545314 Average reward against last agent is -9.018

########## Evaluation Against Last Agent - Episode 7000 ##########
Timestep: 561383 Average reward against last agent is -9.2

########## Evaluation Against Last Agent - Episode 7200 ##########
Timestep: 577424 Average reward against last agent is -7.664

########## Evaluation Against Last Agent - Episode 7400 ##########
Timestep: 593473 Average reward against last agent is -8.788

########## Evaluation Against Last Agent - Episode 7600 ##########
Timestep: 609550 Average reward against last agent is -7.824

########## Evaluation Against Last Agent - Episode 7800 ##########
Timestep: 625620 Average reward against last agent is -8.518

########## Evaluation Against Last Agent - Episode 8000 ##########
Timestep: 641673 Average reward against last agent is -7.272

########## Evaluation Against Last Agent - Episode 8200 ##########
Timestep: 657683 Average reward against last agent is -1.244

########## Evaluation Against Last Agent - Episode 8400 ##########
Timestep: 673761 Average reward against last agent is -0.712

########## Evaluation Against Last Agent - Episode 8600 ##########
Timestep: 689835 Average reward against last agent is -0.526

########## Evaluation Against Last Agent - Episode 8800 ##########
Timestep: 705898 Average reward against last agent is -5.578
