game_id,hand_value,nb_bouts,nb_bouts_dog,taking,taking_bid_order,number_of_points_achieved,nb_bouts_achieved,reward
0,23.0,1,0,0,0,18.0,2,3
0,10.0,0,0,0,0,19.0,0,3
0,27.0,0,0,1,1,32.0,0,-9
0,26.0,2,0,0,0,14.0,1,3
1,24.0,1,0,0,0,14.0,1,1
1,20.0,0,0,1,1,43.0,1,-3
1,20.0,0,0,0,0,14.0,0,1
1,24.0,2,0,0,0,14.0,1,1
2,26.0,1,0,0,0,14.0,1,-1
2,20.0,1,0,1,1,54.0,1,3
2,28.0,1,0,0,0,15.0,1,-1
2,13.0,0,0,0,0,2.0,0,-1
3,19.0,1,0,0,0,34.0,1,5
3,22.0,1,0,0,0,28.0,1,5
3,24.0,1,0,1,1,10.0,1,-15
3,21.0,0,0,0,0,15.0,0,5
4,15.0,0,1,0,0,22.0,0,3
4,22.0,0,1,1,1,27.0,1,-9
4,30.0,2,1,0,0,14.0,1,3
4,15.0,0,1,0,0,17.0,1,3
5,15.0,0,1,0,0,0,0,2
5,22.0,0,1,1,1,36.0,1,-6
5,18.0,1,1,0,0,23.0,1,2
5,29.0,1,1,0,0,28.0,1,2
6,18.0,0,0,0,0,41.0,1,6
6,19.0,1,0,0,0,16.0,1,6
6,23.0,0,0,1,1,6.0,0,-18
6,28.0,2,0,0,0,19.0,1,6
7,13.0,1,0,0,0,34.0,1,3
7,20.0,0,0,1,1,35.0,0,-9
7,24.0,2,0,0,0,16.0,2,3
7,16.0,0,0,0,0,0,0,3
8,15.0,1,1,0,0,25.0,2,2
8,25.0,1,1,0,0,11.0,0,2
8,25.0,0,1,1,1,33.0,1,-6
8,17.0,0,1,0,0,13.0,0,2
9,19.0,1,0,0,0,6.0,1,-2
9,19.0,0,0,0,0,14.0,1,-2
9,24.0,2,0,1,1,67.0,1,6
9,19.0,0,0,0,0,0,0,-2
10,22.0,1,0,0,0,22.0,2,3
10,14.0,0,0,0,0,20.0,0,3
10,17.0,0,0,1,1,29.0,0,-9
10,25.0,2,0,0,0,14.0,1,3
11,16.0,0,0,0,0,12.0,0,3
11,19.0,1,0,0,0,4,1,3
11,23.0,0,0,1,1,27.0,0,-9
11,26.0,2,0,0,0,40.0,2,3
12,28.0,0,0,1,1,13.0,0,-15
12,13.0,1,0,0,0,6.0,0,5
12,19.0,0,0,0,0,31.0,0,5
12,22.0,2,0,0,0,37.0,3,5
13,16.0,0,0,0,0,20.0,0,4
13,24.0,1,0,1,1,21.0,1,-12
13,16.0,1,0,0,0,18.0,1,4
13,27.0,1,0,0,0,21.0,1,4
14,22.0,0,0,0,0,21.0,0,4
14,21.0,1,0,1,1,12.0,1,-12
14,22.0,1,0,0,0,23.0,0,4
14,20.0,1,0,0,0,25.0,2,4
15,13.0,0,0,0,0,9.0,0,4
15,26.0,0,0,0,0,24.0,0,4
15,17.0,0,0,1,1,21.0,0,-12
15,31.0,3,0,0,0,31.0,3,4
16,26.0,2,0,0,0,43.0,2,5
16,32.0,1,0,0,0,34.0,1,5
16,15.0,0,0,1,1,8.0,0,-15
16,13.0,0,0,0,0,3.0,0,5
17,19.0,0,1,0,0,24.0,0,-1
17,18.0,2,1,0,0,4,1,-1
17,14.0,0,1,0,0,4.0,0,-1
17,24.0,0,1,1,1,50.0,2,3
18,24.0,2,1,0,0,27.0,1,4
18,16.0,0,1,1,1,17.0,1,-12
18,21.0,0,1,0,0,23.0,1,4
18,23.0,0,1,0,0,21.0,0,4
19,19.0,0,0,0,0,10.0,0,-1
19,26.0,2,0,1,1,41.0,2,3
19,18.0,0,0,0,0,13.0,0,-1
19,25.0,1,0,0,0,24.0,1,-1
20,20.0,1,0,0,0,21.0,1,5
20,26.0,1,0,0,0,41.0,2,5
20,25.0,1,0,1,1,12.0,0,-15
20,12.0,0,0,0,0,8.0,0,5
21,27.0,1,0,0,0,39.0,1,4
21,22.0,1,0,0,0,6.0,1,4
21,22.0,0,0,1,1,26.0,0,-12
21,17.0,1,0,0,0,17.0,1,4
22,29.0,2,0,0,0,20.0,2,2
22,18.0,0,0,0,0,27.0,1,2
22,11.0,0,0,0,0,2.0,0,2
22,27.0,1,0,1,1,39.0,0,-6
23,18.0,1,0,0,0,15.0,0,5
23,32.0,2,0,0,0,23.0,2,5
23,20.0,0,0,1,1,7.0,0,-15
23,17.0,0,0,0,0,40.0,1,5
24,20.0,0,0,0,0,13.0,0,3
24,23.0,2,0,0,0,14.0,2,3
24,23.0,1,0,0,0,26.0,1,3
24,18.0,0,0,1,1,30.0,0,-9
25,20.0,0,0,0,0,13.0,0,1
25,19.0,0,0,1,1,47.0,1,-3
25,19.0,1,0,0,0,12.0,1,1
25,25.0,2,0,0,0,15.0,1,1
26,20.0,0,0,0,0,29.0,1,3
26,30.0,1,0,0,0,28.0,0,3
26,21.0,2,0,1,1,15.0,2,-9
26,13.0,0,0,0,0,11.0,0,3
27,19.0,1,1,0,0,18.0,1,-1
27,18.0,0,1,1,1,44.0,1,3
27,22.0,0,1,0,0,12.0,0,-1
27,18.0,1,1,0,0,9.0,1,-1
28,29.0,2,0,0,0,23.0,2,3
28,16.0,0,0,0,0,11.0,0,3
28,22.0,1,0,1,1,36.0,0,-9
28,15.0,0,0,0,0,18.0,1,3
29,30.0,0,0,0,0,18.0,0,4
29,16.0,0,0,0,0,17.0,0,4
29,14.0,1,0,1,1,18.0,0,-12
29,21.0,2,0,0,0,32.0,3,4
30,19.0,1,0,0,0,32.0,1,5
30,26.0,1,0,1,1,10.0,0,-15
30,20.0,1,0,0,0,21.0,2,5
30,21.0,0,0,0,0,23.0,0,5
31,25.0,1,0,0,0,32.0,1,5
31,16.0,0,0,1,1,13.0,0,-15
31,15.0,0,0,0,0,6.0,0,5
31,32.0,2,0,0,0,36.0,2,5
32,21.0,1,0,0,0,30.0,1,3
32,27.0,2,0,0,0,22.0,2,3
32,22.0,0,0,1,1,27.0,0,-9
32,17.0,0,0,0,0,6.0,0,3
33,22.0,0,0,1,1,12.0,0,-15
33,20.0,0,0,0,0,12.0,0,5
33,29.0,2,0,0,0,14.0,1,5
33,16.0,1,0,0,0,47.0,2,5
34,16.0,0,0,0,0,5.0,0,-1
34,26.0,2,0,0,0,24.0,1,-1
34,19.0,1,0,1,1,49.0,2,3
34,22.0,0,0,0,0,9.0,0,-1
35,23.0,2,0,0,0,12.0,2,2
35,16.0,0,0,0,0,15.0,1,2
35,27.0,1,0,1,1,41.0,0,-6
35,20.0,0,0,0,0,13.0,0,2
36,16.0,0,0,0,0,12.0,1,-1
36,24.0,1,0,0,0,19.0,1,-1
36,24.0,1,0,1,1,53.0,1,3
36,22.0,1,0,0,0,0,0,-1
37,16.0,0,1,0,0,14.0,1,2
37,22.0,0,1,1,1,41.0,1,-6
37,21.0,1,1,0,0,11.0,1,2
37,25.0,1,1,0,0,19.0,0,2
38,24.0,1,0,0,0,12.0,2,3
