timestep,reward
81,-1.526
8117,-0.6702
16147,0.198
24167,-1.0684
32169,-2.6414
40182,-2.3266
48187,-2.0402
56217,-2.157
64242,-3.4996
72285,-1.2124
80292,-3.9818
88326,-2.2042
96351,-2.6842
104380,-2.3996
112399,-1.9278
120421,-0.8422
128441,-2.4062
136473,-0.485
144483,-2.7076
152515,0.5366
160522,0.5548
168545,-4.3494
176572,-2.9986
184578,-1.7432
192577,-3.06
200592,-2.3414
208615,-1.239
216628,0.697
224643,0.748
232666,-2.585
240672,-8.9346
248687,-5.5678
256709,-1.02
264712,-2.0256
272718,-1.3602
280729,-0.8466
288728,0.2278
296717,-2.2828
304723,-1.3306
312736,-0.401
