
########## Evaluation Against Last Agent - Episode 0 ##########
Timestep: 79 Average reward against last agent is 2.386

########## Evaluation Against Last Agent - Episode 500 ##########
Timestep: 40107 Average reward against last agent is 2.491

########## Evaluation Against Last Agent - Episode 1000 ##########
Timestep: 80109 Average reward against last agent is 2.415

########## Evaluation Against Last Agent - Episode 1500 ##########
Timestep: 120140 Average reward against last agent is 2.496

########## Evaluation Against Last Agent - Episode 2000 ##########
Timestep: 160172 Average reward against last agent is 2.482

########## Evaluation Against Last Agent - Episode 2500 ##########
Timestep: 200186 Average reward against last agent is 2.713

########## Evaluation Against Last Agent - Episode 3000 ##########
Timestep: 240143 Average reward against last agent is 2.378

########## Evaluation Against Last Agent - Episode 3500 ##########
Timestep: 280113 Average reward against last agent is 2.398

########## Evaluation Against Last Agent - Episode 4000 ##########
Timestep: 320118 Average reward against last agent is 2.558

########## Evaluation Against Last Agent - Episode 4500 ##########
Timestep: 360103 Average reward against last agent is 2.437

########## Evaluation Against Last Agent - Episode 5000 ##########
Timestep: 400119 Average reward against last agent is 2.494

########## Changing model - Using Model 2 as opponent ##########

########## Evaluation Against Last Agent - Episode 5500 ##########
Timestep: 440131 Average reward against last agent is 2.329

########## Evaluation Against Last Agent - Episode 6000 ##########
Timestep: 480194 Average reward against last agent is 2.531

########## Evaluation Against Last Agent - Episode 6500 ##########
Timestep: 520183 Average reward against last agent is 2.653

########## Evaluation Against Last Agent - Episode 7000 ##########
Timestep: 560173 Average reward against last agent is 2.525

########## Evaluation Against Last Agent - Episode 7500 ##########
Timestep: 600151 Average reward against last agent is 2.44

########## Evaluation Against Last Agent - Episode 8000 ##########
Timestep: 640122 Average reward against last agent is 2.407

########## Evaluation Against Last Agent - Episode 8500 ##########
Timestep: 680146 Average reward against last agent is 2.41

########## Evaluation Against Last Agent - Episode 9000 ##########
Timestep: 720152 Average reward against last agent is 2.339

########## Evaluation Against Last Agent - Episode 9500 ##########
Timestep: 760135 Average reward against last agent is 2.777

