timestep,reward
79,0.209
40000,-0.138
79941,-1.291
120187,-2.635
160528,2.371
200803,-2.436
241158,2.512
281405,-0.43
321581,2.48
361808,2.525
402140,-0.773
442337,-2.221
482309,-4.766
522210,-5.393
562023,2.543
601893,0.219
641924,-5.235
681945,-5.212
722085,1.715
762099,2.543
802349,2.842
842579,2.503
882719,2.69
922963,2.629
963252,2.022
1003616,-2.668
1043819,2.37
1084086,-1.589
1124322,-1.74
1164628,1.27
1204825,-1.601
1244960,-1.368
1285127,2.471
1325358,1.62
1365817,-2.057
1406100,-4.295
1446516,-2.804
1486724,2.488
1527024,-0.195
1567205,-0.415
1607271,2.653
1647380,2.444
1687425,-3.448
1727558,-4.096
1767747,-2.097
1807785,2.435
1847812,2.396
1887900,2.379
1928024,2.173
1968271,2.593
2008476,-2.162
2049055,2.332
2089582,2.5
2130056,-1.22
2170445,2.264
2210749,2.177
2250853,2.714
2291005,2.518
2331114,-2.49
2371179,-2.573
2411250,2.457
2451363,-1.89
2491390,2.5
2531495,-1.618
2571518,2.678
2611533,2.571
2651540,2.654
2691594,-1.547
2731744,2.456
2771834,2.532
2811874,2.511
2851879,2.551
2891944,2.569
2931977,2.175
2971934,-3.204
3011890,2.469
3051898,-3.699
3091947,2.306
3132043,-1.801
3172149,-2.074
3212158,-1.815
3252102,-1.897
3292145,0.311
3332252,0.324
3372522,0.526
3412684,2.549
3452749,2.314
3492778,2.621
3532875,-3.367
3572879,-3.719
3612783,-4.693
3652754,2.537
3692709,-3.07
3732675,-1.652
3772674,-2.992
3812692,1.619
3852646,2.383
3892566,-2.281
3932443,2.323
3972289,2.204
4012230,-2.412
4052092,2.348
4091984,2.637
4131879,2.311
4171763,-4.142
4211617,-3.845
4251532,2.388
4291432,2.703
4331425,2.523
4371409,2.611
4411444,0.619
4451472,0.808
4491494,2.642
4531515,2.32
4571551,2.488
4611643,0.213
4651801,-1.402
4691843,-1.43
4731833,2.398
4771677,2.056
4811529,2.45
4851281,-6.696
4891044,-5.742
4930857,-4.573
4970750,2.463
5010699,2.775
5050660,0.535
5090658,-0.795
5130650,2.478
5170698,1.116
5210772,0.114
5250806,2.671
5290985,1.54
5331179,1.265
5371349,2.338
5411279,-2.56
5451146,2.727
5491066,-1.451
5531003,2.466
5570928,-1.916
5610869,0.751
5650880,2.462
5690984,2.587
5731058,2.505
5771078,2.252
5811088,0.019
5851042,-0.946
5891032,2.567
5930984,-0.687
5970933,2.505
6010862,-3.175
6050827,2.445
6090843,-2.568
6130800,2.517
6170744,2.499
6210739,2.38
6250702,2.349
6290665,2.281
6330615,-0.988
6370638,2.596
6410735,2.656
6450812,2.645
6490802,2.471
6530833,0.055
6570985,2.603
6611013,0.818
6651182,0.383
6691401,0.305
6731545,-0.578
6771592,-0.957
6811649,-1.049
6851625,2.764
6891546,2.502
6931476,2.489
6971393,-2.773
7011403,-3.529
7051313,-1.299
7091373,2.351
7131468,2.556
7171408,-2.097
7211413,2.414
7251444,2.515
7291448,-0.845
7331471,-0.901
7371483,0.08
7411483,2.697
7451526,0.936
7491550,2.835
7531510,-0.065
7571499,-0.765
7611452,-1.965
7651431,2.451
7691432,2.839
7731396,2.684
7771322,-1.973
7811260,-3.199
7851153,2.797
7891146,-1.389
7931125,-0.703
7971165,-0.066
