game_id,hand_value,nb_bouts,nb_bouts_dog,taking,taking_bid_order,number_of_points_achieved,nb_bouts_achieved,reward
0,20.0,0,0,1,1,11.0,0,-15
0,15.0,0,0,0,0,22.0,1,5
0,33.0,2,0,0,0,19.0,1,5
0,19.0,1,0,0,0,34.0,1,5
1,30.0,1,0,0,0,22.0,1,6
1,22.0,0,0,0,0,32.0,0,6
1,15.0,1,0,0,0,27.0,2,6
1,18.0,1,0,1,1,2.0,0,-18
2,19.0,1,0,0,0,29.0,2,5
2,21.0,2,0,0,0,21.0,1,5
2,22.0,0,0,0,0,21.0,0,5
2,18.0,0,0,1,1,11.0,0,-15
3,20.0,0,0,1,1,47.0,1,3
3,21.0,1,0,0,0,6.0,1,-1
3,22.0,2,0,0,0,26.0,1,-1
3,20.0,0,0,0,0,6.0,0,-1
4,16.0,0,0,1,1,11.0,0,-15
4,20.0,1,0,0,0,17.0,0,5
4,14.0,0,0,0,0,9.0,0,5
4,36.0,2,0,0,0,50.0,3,5
5,17.0,1,0,0,0,15.0,0,2
5,23.0,0,0,0,0,12.0,0,2
5,26.0,1,0,0,0,34.0,1,2
5,19.0,1,0,1,1,25.0,2,-6
6,23.0,1,0,0,0,16.0,2,6
6,32.0,1,0,0,0,40.0,0,6
6,20.0,1,0,0,0,26.0,1,6
6,10.0,0,0,1,1,2.0,0,-18
7,17.0,1,0,1,1,34.0,2,-3
7,12.0,0,0,0,0,8.0,0,1
7,27.0,0,0,0,0,20.0,0,1
7,32.0,2,0,0,0,26.0,1,1
8,21.0,0,0,0,0,17.0,0,3
8,12.0,0,0,0,0,13.0,0,3
8,20.0,1,0,0,0,31.0,1,3
8,32.0,2,0,1,1,21.0,2,-9
9,27.0,1,0,0,0,35.0,1,3
9,23.0,1,0,0,0,17.0,1,3
9,13.0,0,0,0,0,9.0,0,3
9,17.0,1,0,1,1,27.0,1,-9
10,16.0,0,0,0,0,32.0,0,5
10,17.0,0,0,0,0,13.0,0,5
10,22.0,2,0,0,0,25.0,2,5
10,26.0,1,0,1,1,10.0,1,-15
11,10.0,0,1,1,1,13.0,1,-12
11,20.0,1,1,0,0,37.0,1,4
11,28.0,0,1,0,0,19.0,0,4
11,18.0,1,1,0,0,19.0,1,4
12,18.0,0,0,0,0,17.0,0,4
12,27.0,2,0,0,0,24.0,1,4
12,22.0,1,0,0,0,20.0,2,4
12,19.0,0,0,1,1,26.0,0,-12
13,27.0,0,0,0,0,36.0,1,5
13,19.0,1,0,0,0,8.0,0,5
13,19.0,1,0,0,0,33.0,1,5
13,16.0,1,0,1,1,11.0,1,-15
14,26.0,1,0,1,1,25.0,1,-9
14,21.0,1,0,0,0,11.0,1,3
14,16.0,0,0,0,0,28.0,1,3
14,24.0,1,0,0,0,19.0,0,3
15,21.0,1,1,0,0,39.0,1,3
15,19.0,1,1,0,0,4.0,0,3
15,15.0,0,1,0,0,15.0,1,3
15,22.0,0,1,1,1,24.0,1,-9
16,27.0,1,0,0,0,10.0,1,5
16,22.0,1,0,0,0,21.0,1,5
16,15.0,1,0,0,0,46.0,1,5
16,18.0,0,0,1,1,8.0,0,-15
17,30.0,1,0,0,0,21.0,1,3
17,21.0,1,0,0,0,23.0,1,3
17,14.0,0,0,0,0,10.0,0,3
17,19.0,1,0,1,1,30.0,1,-9
18,17.0,0,0,0,0,36.0,1,5
18,27.0,2,0,0,0,15.0,1,5
18,22.0,1,0,0,0,18.0,1,5
18,22.0,0,0,1,1,16.0,0,-15
19,10.0,0,1,0,0,8.0,0,5
19,19.0,1,1,0,0,48.0,2,5
19,38.0,1,1,0,0,19.0,0,5
19,12.0,0,1,1,1,11.0,1,-15
20,15.0,1,1,0,0,5.0,0,-1
20,30.0,1,1,0,0,21.0,1,-1
20,26.0,0,1,0,0,12.0,0,-1
20,10.0,0,1,1,1,50.0,2,3
21,18.0,0,0,0,0,25.0,1,4
21,26.0,0,0,0,0,23.0,0,4
21,24.0,1,0,0,0,17.0,1,4
21,19.0,2,0,1,1,21.0,1,-12
22,15.0,1,0,1,1,25.0,0,-12
22,24.0,2,0,0,0,39.0,3,4
22,22.0,0,0,0,0,17.0,0,4
22,25.0,0,0,0,0,7.0,0,4
23,20.0,1,0,0,0,24.0,1,3
23,27.0,1,0,0,0,17.0,1,3
23,20.0,1,0,0,0,13.0,1,3
