game_id,hand_value,nb_bouts,nb_bouts_dog,taking,taking_bid_order,number_of_points_achieved,nb_bouts_achieved,reward
0,21.0,1,0,1,1,16.0,1,-12
0,20.0,0,0,0,0,7.0,0,4
0,20.0,1,0,0,0,36.0,1,4
0,24.0,1,0,0,0,27.0,1,4
1,14.0,1,0,1,1,30.0,2,-6
1,25.0,0,0,0,0,26.0,0,2
1,19.0,1,0,0,0,17.0,1,2
1,27.0,1,0,0,0,15.0,0,2
2,16.0,0,0,1,1,17.0,0,-12
2,23.0,1,0,0,0,17.0,2,4
2,29.0,2,0,0,0,19.0,1,4
2,18.0,0,0,0,0,35.0,0,4
3,25.0,1,0,1,1,54.0,2,6
3,19.0,1,0,0,0,11.0,0,-2
3,17.0,1,0,0,0,11.0,1,-2
3,25.0,0,0,0,0,12.0,0,-2
4,20.0,2,0,1,1,42.0,3,3
4,24.0,1,0,0,0,31.0,0,-1
4,19.0,0,0,0,0,2.0,0,-1
4,21.0,0,0,0,0,7.0,0,-1
5,24.0,1,0,1,1,29.0,0,-9
5,19.0,1,0,0,0,20.0,2,3
5,20.0,0,0,0,0,11.0,0,3
5,23.0,1,0,0,0,23.0,1,3
6,20.0,0,0,1,1,31.0,1,-10
6,26.0,3,0,0,0,27.0,2,2
6,15.0,0,0,0,0,14.0,0,2
6,27.0,0,0,0,0,16.0,0,2
7,17.0,0,1,1,1,11.0,0,-15
7,13.0,0,1,0,0,11.0,0,5
7,32.0,1,1,0,0,47.0,2,5
7,21.0,1,1,0,0,17.0,1,5
8,25.0,1,0,1,1,33.0,0,-9
8,25.0,1,0,0,0,22.0,1,3
8,12.0,0,0,0,0,15.0,1,3
8,18.0,1,0,0,0,14.0,1,3
9,24.0,2,0,1,1,42.0,2,3
9,20.0,0,0,0,0,11.0,0,-1
9,25.0,1,0,0,0,18.0,0,-1
9,15.0,0,0,0,0,17.0,1,-1
10,24.0,0,0,1,1,28.0,0,-9
10,20.0,1,0,0,0,34.0,1,3
10,11.0,0,0,0,0,6.0,1,3
10,26.0,2,0,0,0,20.0,1,3
11,30.0,0,0,1,1,22.0,1,-10
11,19.0,1,0,0,0,11.0,0,2
11,16.0,1,0,0,0,18.0,1,2
11,19.0,1,0,0,0,32.0,1,2
12,15.0,0,0,1,1,25.0,1,-10
12,18.0,0,0,0,0,5.0,0,2
12,29.0,3,0,0,0,36.0,2,2
12,22.0,0,0,0,0,22.0,0,2
13,16.0,0,0,1,1,36.0,0,-9
13,13.0,0,0,0,0,3.0,0,3
13,29.0,1,0,0,0,2.0,0,3
13,26.0,2,0,0,0,46.0,3,3
14,24.0,1,0,1,1,20.0,0,-14
14,20.0,2,0,0,0,40.0,3,2
14,23.0,0,0,0,0,11.0,0,2
14,16.0,0,0,0,0,14.0,0,2
15,11.0,0,1,1,1,16.0,2,-9
15,18.0,1,1,0,0,21.0,1,3
15,26.0,0,1,0,0,15.0,0,3
15,26.0,1,1,0,0,33.0,0,3
16,24.0,2,0,1,1,56.0,3,9
16,16.0,0,0,0,0,10.0,0,-3
16,25.0,1,0,0,0,22.0,0,-3
16,23.0,0,0,0,0,0,0,-3
17,24.0,2,0,1,1,29.0,2,-6
17,23.0,0,0,0,0,25.0,0,2
17,19.0,0,0,0,0,19.0,0,2
17,18.0,1,0,0,0,12.0,1,2
18,19.0,1,0,1,1,35.0,2,-4
18,27.0,2,0,0,0,22.0,1,0
18,15.0,0,0,0,0,2.0,0,0
18,23.0,0,0,0,0,26.0,0,0
19,23.0,0,0,1,1,17.0,0,-12
19,14.0,1,0,0,0,22.0,1,4
19,20.0,1,0,0,0,37.0,2,4
19,28.0,1,0,0,0,10.0,0,4
20,23.0,1,0,1,1,41.0,2,2
20,23.0,1,0,0,0,22.0,1,-2
20,16.0,1,0,0,0,0,0,-2
20,22.0,0,0,0,0,22.0,0,-2
21,17.0,0,0,1,1,22.0,0,-12
21,25.0,1,0,0,0,12.0,1,4
21,26.0,1,0,0,0,41.0,1,4
21,18.0,1,0,0,0,10.0,1,4
22,22.0,1,0,1,1,43.0,2,3
22,14.0,1,0,0,0,8.0,0,-1
22,29.0,0,0,0,0,14.0,0,-1
22,23.0,1,0,0,0,20.0,1,-1
23,22.0,0,0,1,1,12.0,0,-16
23,20.0,0,0,0,0,34.0,0,4
23,19.0,1,0,0,0,26.0,2,4
23,22.0,2,0,0,0,12.0,1,4
24,22.0,0,1,1,1,19.0,2,-9
24,23.0,1,1,0,0,45.0,1,3
24,21.0,0,1,0,0,21.0,0,3
24,17.0,1,1,0,0,3.0,0,3
25,20.0,0,1,1,1,44.0,2,3
25,22.0,1,1,0,0,2.0,0,-1
25,16.0,1,1,0,0,25.0,1,-1
25,26.0,0,1,0,0,16.0,0,-1
26,24.0,2,0,1,1,51.0,1,3
26,24.0,0,0,0,0,10.0,1,-1
26,21.0,1,0,0,0,15.0,1,-1
26,16.0,0,0,0,0,10.0,0,-1
27,22.0,1,0,1,1,16.0,1,-12
27,17.0,1,0,0,0,20.0,1,4
27,28.0,0,0,0,0,16.0,0,4
27,21.0,1,0,0,0,32.0,1,4
28,23.0,2,0,1,1,19.0,2,-9
28,23.0,1,0,0,0,48.0,1,3
28,21.0,0,0,0,0,4.0,0,3
28,18.0,0,0,0,0,14.0,0,3
29,17.0,0,0,1,1,20.0,0,-12
29,23.0,2,0,0,0,26.0,1,4
29,21.0,0,0,0,0,16.0,0,4
29,24.0,1,0,0,0,23.0,2,4
30,26.0,2,0,1,1,38.0,2,-6
30,18.0,0,0,0,0,4.0,0,-2
30,20.0,1,0,0,0,32.0,1,-2
30,20.0,0,0,0,0,14.0,0,-2
31,22.0,0,0,1,1,12.0,0,-16
31,21.0,1,0,0,0,19.0,1,4
31,18.0,1,0,0,0,21.0,1,4
31,23.0,1,0,0,0,33.0,1,4
32,14.0,1,1,1,1,25.0,1,-9
32,24.0,1,1,0,0,25.0,2,3
32,18.0,0,1,0,0,10.0,0,3
32,26.0,0,1,0,0,26.0,0,3
33,25.0,1,0,1,1,34.0,1,-7
33,17.0,1,0,0,0,8.0,0,1
33,19.0,0,0,0,0,21.0,0,1
33,19.0,1,0,0,0,22.0,2,1
34,20.0,0,1,1,1,42.0,0,-6
34,9.0,0,1,0,0,15.0,1,2
34,23.0,1,1,0,0,11.0,1,2
34,27.0,1,1,0,0,18.0,1,2
35,31.0,1,0,1,1,50.0,0,-3
35,21.0,2,0,0,0,18.0,3,1
35,24.0,0,0,0,0,0,0,1
35,12.0,0,0,0,0,16.0,0,1
36,22.0,1,0,1,1,29.0,1,-9
36,18.0,0,0,0,0,25.0,1,3
36,26.0,1,0,0,0,18.0,0,3
36,22.0,1,0,0,0,13.0,1,3
37,22.0,1,1,1,1,27.0,1,-9
37,18.0,0,1,0,0,13.0,0,3
37,18.0,1,1,0,0,25.0,2,3
37,22.0,0,1,0,0,20.0,0,3
38,21.0,2,0,1,1,46.0,2,3
38,17.0,0,0,0,0,11.0,0,-1
38,27.0,1,0,0,0,21.0,1,-1
38,18.0,0,0,0,0,4.0,0,-1
39,24.0,1,0,1,1,39.0,2,3
39,11.0,0,0,0,0,2.0,0,-1
39,17.0,0,0,0,0,12.0,0,-1
39,31.0,2,0,0,0,33.0,1,-1
40,34.0,2,0,1,1,46.0,2,3
40,18.0,1,0,0,0,23.0,1,-1
40,19.0,0,0,0,0,7.0,0,-1
40,17.0,0,0,0,0,11.0,0,-1
41,17.0,0,0,1,1,41.0,1,-6
41,29.0,2,0,0,0,17.0,1,2
41,20.0,1,0,0,0,16.0,1,2
41,18.0,0,0,0,0,10.0,0,2
42,21.0,1,0,1,1,59.0,2,6
42,18.0,0,0,0,0,13.0,0,-2
42,20.0,1,0,0,0,9.0,0,-2
42,25.0,1,0,0,0,7.0,1,-2
43,26.0,1,1,1,1,33.0,2,-3
43,13.0,0,1,0,0,9.0,0,1
43,19.0,0,1,0,0,23.0,0,1
43,22.0,1,1,0,0,20.0,1,1
44,16.0,0,0,1,1,22.0,0,-12
44,16.0,0,0,0,0,7.0,0,4
44,29.0,2,0,0,0,23.0,2,4
44,23.0,1,0,0,0,36.0,1,4
45,20.0,0,1,1,1,26.0,1,-9
45,23.0,0,1,0,0,39.0,1,3
45,22.0,2,1,0,0,16.0,1,3
45,19.0,0,1,0,0,6.0,0,3
46,21.0,1,0,1,1,13.0,1,-12
46,18.0,0,0,0,0,18.0,0,4
46,21.0,1,0,0,0,31.0,1,4
46,24.0,1,0,0,0,19.0,1,4
47,23.0,1,0,1,1,48.0,2,3
47,28.0,2,0,0,0,20.0,1,-1
47,20.0,0,0,0,0,8.0,0,-1
47,13.0,0,0,0,0,8.0,0,-1
48,14.0,0,1,1,1,37.0,2,3
48,17.0,0,1,0,0,10.0,0,-1
48,25.0,1,1,0,0,15.0,0,-1
48,25.0,1,1,0,0,23.0,1,-1
49,17.0,1,0,1,1,8.0,1,-17
49,20.0,1,0,0,0,16.0,1,3
49,15.0,0,0,0,0,36.0,1,3
49,34.0,1,0,0,0,28.0,0,3
50,19.0,0,0,1,1,7.0,0,-16
50,24.0,2,0,0,0,17.0,1,4
50,17.0,1,0,0,0,26.0,1,4
50,24.0,0,0,0,0,35.0,1,4
51,20.0,0,1,1,1,37.0,1,-6
51,28.0,1,1,0,0,20.0,0,2
51,23.0,1,1,0,0,31.0,2,2
51,13.0,0,1,0,0,0,0,2
52,20.0,1,0,1,1,21.0,1,-13
52,18.0,0,0,0,0,29.0,0,3
52,17.0,1,0,0,0,10.0,2,3
52,26.0,1,0,0,0,23.0,0,3
53,18.0,0,0,1,1,18.0,0,-12
53,18.0,1,0,0,0,16.0,1,4
53,27.0,1,0,0,0,31.0,1,4
53,23.0,1,0,0,0,23.0,1,4
54,9.0,0,0,1,1,26.0,0,-12
54,19.0,0,0,0,0,20.0,0,4
54,23.0,1,0,0,0,28.0,2,4
54,37.0,2,0,0,0,14.0,1,4
55,23.0,0,1,1,1,38.0,1,-6
55,19.0,0,1,0,0,2.0,0,2
55,28.0,2,1,0,0,16.0,2,2
55,14.0,0,1,0,0,27.0,0,2
56,21.0,1,0,1,1,31.0,2,-6
56,20.0,0,0,0,0,12.0,0,2
56,24.0,1,0,0,0,26.0,1,2
56,22.0,1,0,0,0,17.0,0,2
57,26.0,1,0,1,1,25.0,1,-9
57,17.0,1,0,0,0,14.0,1,3
57,21.0,0,0,0,0,21.0,0,3
57,17.0,1,0,0,0,20.0,1,3
58,22.0,1,0,1,1,17.0,1,-14
58,25.0,1,0,0,0,20.0,1,2
58,10.0,0,0,0,0,22.0,0,2
58,26.0,1,0,0,0,28.0,1,2
59,21.0,0,0,1,1,24.0,1,-10
59,30.0,2,0,0,0,15.0,1,2
59,19.0,0,0,0,0,28.0,0,2
59,16.0,1,0,0,0,19.0,1,2
60,17.0,1,0,1,1,14.0,0,-15
60,23.0,2,0,0,0,26.0,3,5
60,19.0,0,0,0,0,31.0,0,5
60,20.0,0,0,0,0,11.0,0,5
61,15.0,0,0,1,1,28.0,1,-9
61,23.0,1,0,0,0,12.0,1,3
61,19.0,0,0,0,0,16.0,0,3
61,23.0,2,0,0,0,26.0,1,3
62,27.0,1,0,1,1,40.0,1,-6
62,31.0,1,0,0,0,12.0,0,2
62,21.0,1,0,0,0,26.0,1,2
62,9.0,0,0,0,0,6.0,1,2
63,13.0,0,0,1,1,10.0,0,-15
63,24.0,1,0,0,0,26.0,2,5
63,17.0,1,0,0,0,33.0,1,5
63,25.0,1,0,0,0,17.0,0,5
64,16.0,0,0,1,1,18.0,0,-12
64,17.0,0,0,0,0,22.0,0,4
64,22.0,2,0,0,0,26.0,3,4
64,29.0,1,0,0,0,22.0,0,4
65,15.0,0,1,1,1,61.0,2,9
65,22.0,1,1,0,0,7.0,1,-3
65,25.0,1,1,0,0,18.0,0,-3
65,22.0,0,1,0,0,2.0,0,-3
66,26.0,0,0,1,1,22.0,0,-12
66,16.0,0,0,0,0,20.0,1,4
66,18.0,1,0,0,0,9.0,1,4
66,28.0,2,0,0,0,37.0,1,4
67,15.0,1,0,1,1,34.0,2,-4
67,26.0,1,0,0,0,20.0,1,0
67,25.0,0,0,0,0,24.0,0,0
67,21.0,1,0,0,0,8.0,0,0
68,22.0,1,0,1,1,52.0,2,6
68,22.0,1,0,0,0,11.0,1,-2
68,20.0,1,0,0,0,15.0,0,-2
68,20.0,0,0,0,0,9.0,0,-2
69,22.0,1,0,1,1,24.0,2,-6
69,26.0,1,0,0,0,27.0,0,2
69,16.0,0,0,0,0,30.0,0,2
69,24.0,1,0,0,0,6.0,1,2
70,22.0,1,0,1,1,37.0,2,-3
70,22.0,0,0,0,0,18.0,0,1
70,30.0,1,0,0,0,18.0,1,1
70,14.0,1,0,0,0,13.0,0,1
71,14.0,0,1,1,1,48.0,2,0
71,26.0,2,1,0,0,24.0,1,-4
71,19.0,0,1,0,0,15.0,0,-4
71,22.0,0,1,0,0,0,0,-4
72,21.0,1,0,1,1,23.0,0,-12
72,20.0,0,0,0,0,17.0,0,4
