timestep,reward
82,2.566666666666667
884,0.24666666666666667
1691,1.2266666666666666
2494,-0.32
3298,0.7466666666666667
4104,0.5066666666666667
4912,-0.08
5711,-0.8066666666666666
6509,-0.18
7312,1.7066666666666668
8114,1.7533333333333334
8921,1.3666666666666667
9728,0.14
10535,0.23333333333333334
11329,0.49333333333333335
12130,0.38666666666666666
12938,0.44666666666666666
13742,0.4066666666666667
14541,-0.37333333333333335
15346,-1.1933333333333334
16152,2.1533333333333333
16953,0.9466666666666667
17761,-0.06
18557,0.10666666666666667
19357,-0.76
20157,0.25333333333333335
20960,1.2733333333333334
21764,-0.37333333333333335
22566,0.8
23368,1.2466666666666666
24171,0.21333333333333335
24973,2.6933333333333334
25776,-0.08666666666666667
26574,1.9266666666666667
27379,0.6266666666666667
28186,1.72
28989,0.5733333333333334
29793,1.5533333333333332
30600,2.493333333333333
31404,1.6066666666666667
32205,1.2866666666666666
33004,0.76
33814,0.32666666666666666
34622,-0.16666666666666666
35426,0.8666666666666667
36226,1.4533333333333334
37026,1.98
37828,0.9133333333333333
38631,1.7533333333333334
39433,1.7266666666666666
40233,0.5266666666666666
41035,2.066666666666667
41838,1.7
42643,2.4133333333333336
43447,0.8733333333333333
44256,2.08
45055,2.2533333333333334
45854,2.82
46654,1.0866666666666667
47467,0.9866666666666667
48263,1.5666666666666667
49062,1.82
49872,2.1666666666666665
50683,1.1533333333333333
51488,2.68
52292,1.94
53088,2.34
53891,2.433333333333333
54691,2.36
55496,2.026666666666667
56299,3.08
57101,2.6866666666666665
57903,2.24
58708,2.96
59504,2.92
60300,2.486666666666667
61109,2.52
61913,2.66
62725,2.8533333333333335
63522,2.6066666666666665
64325,2.533333333333333
65128,2.8933333333333335
65929,2.566666666666667
66735,2.6466666666666665
67534,2.7066666666666666
68336,1.9933333333333334
69139,3.1133333333333333
69948,2.3866666666666667
70758,1.6066666666666667
71553,2.5733333333333333
72357,2.9266666666666667
73161,2.72
73961,2.9
74780,2.506666666666667
75584,2.5
76383,2.8333333333333335
77184,3.006666666666667
77991,2.24
78788,2.74
79592,2.0533333333333332
80391,3.0733333333333333
